municipio,uf,codigo_ibge,latitude,longitude,aeroporto_mais_proximo,codigo_iata,codigo_icao,codigo_principal,distancia_km
Alta Floresta D'oeste,RO,1100015.0,-11.935540304764551,-61.99982389629356,Fazenda Kajussol Airport,\N,SJYD,\N,34.22
Ariquemes,RO,1100023.0,-9.908462866567195,-63.03326927804834,Ariquemes Airport,\N,SJOG,\N,3.15
Cabixi,RO,1100031.0,-13.49976345969625,-60.54431358120085,Brigadeiro Camarão Airport,BVH,SBVH,BVH,101.75
Cacoal,RO,1100049.0,-11.43386502868515,-61.4429442118224,Cacoal Airport,OAL,SSKW,OAL,6.96
Cerejeiras,RO,1100056.0,-13.195033032039898,-60.81842616468144,Brigadeiro Camarão Airport,BVH,SBVH,BVH,95.86
Colorado Do Oeste,RO,1100064.0,-13.130563841455249,-60.55506746307892,Brigadeiro Camarão Airport,BVH,SBVH,BVH,69.3
Corumbiara,RO,1100072.0,-12.9975202364834,-60.948701170661415,Brigadeiro Camarão Airport,BVH,SBVH,BVH,98.16
Costa Marques,RO,1100080.0,-12.43601387771415,-64.23165393911722,Costa Marques Airport,CQS,SWCQ,CQS,2.73
Espigão D'oeste,RO,1100098.0,-11.528554633347248,-61.02017311328464,Pimenta Bueno Airport,PBQ,SWPM,PBQ,21.39
Guajará-Mirim,RO,1100106.0,-10.773883740670449,-65.32395181969233,Guajará-Mirim Airport,GJM,SBGM,GJM,4.5
Jaru,RO,1100114.0,-10.4359487678844,-62.47623070813165,Ji-Paraná Airport,JPR,SWJI,JPR,84.1
Ji-Paraná,RO,1100122.0,-10.882051318349,-61.94509458268412,Ji-Paraná Airport,JPR,SWJI,JPR,10.84
Machadinho D'oeste,RO,1100130.0,-9.42556248,-61.99959257244659,Ariquemes Airport,\N,SJOG,\N,125.85
Nova Brasilândia D'oeste,RO,1100148.0,-11.721325413855848,-62.30823016301895,Fazenda Kajussol Airport,\N,SJYD,\N,72.86
Ouro Preto Do Oeste,RO,1100155.0,-10.7235739008135,-62.26105519043625,Ji-Paraná Airport,JPR,SWJI,JPR,48.15
Pimenta Bueno,RO,1100189.0,-11.67753699,-61.18366567364196,Pimenta Bueno Airport,PBQ,SWPM,PBQ,4.03
Porto Velho,RO,1100205.0,-8.768891790000001,-63.83144565436112,Governador Jorge Teixeira de Oliveira Airport,PVH,SBPV,PVH,10.23
Presidente Médici,RO,1100254.0,-11.173205016226747,-61.90943868352974,Ji-Paraná Airport,JPR,SWJI,JPR,34.32
Rio Crespo,RO,1100262.0,-9.70553670973949,-62.90001036595886,Ariquemes Airport,\N,SJOG,\N,25.75
Rolim De Moura,RO,1100288.0,-11.72225891338075,-61.785780935185365,Fazenda Kajussol Airport,\N,SJYD,\N,29.04
Santa Luzia D'oeste,RO,1100296.0,-11.90842333246895,-61.77330546305451,Fazenda Kajussol Airport,\N,SJYD,\N,11.31
Vilhena,RO,1100304.0,-12.741373471802898,-60.13858386609869,Brigadeiro Camarão Airport,BVH,SBVH,BVH,6.81
São Miguel Do Guaporé,RO,1100320.0,-11.699489743805948,-62.72006348143641,Fazenda Kajussol Airport,\N,SJYD,\N,116.27
Nova Mamoré,RO,1100338.0,-10.41177129470015,-65.32914902314664,Guajará-Mirim Airport,GJM,SBGM,GJM,41.94
Alvorada D'oeste,RO,1100346.0,-11.3441300234334,-62.277274865697166,Ji-Paraná Airport,JPR,SWJI,JPR,70.56
Alto Alegre Dos Parecis,RO,1100379.0,-12.1317772245709,-61.853077168602944,Fazenda Kajussol Airport,\N,SJYD,\N,25.93
Alto Paraíso,RO,1100403.0,-9.716666738077276,-63.317629433497544,Ariquemes Airport,\N,SJOG,\N,34.88
Buritis,RO,1100452.0,-10.209805407235548,-63.829678791756514,Ariquemes Airport,\N,SJOG,\N,92.82
Novo Horizonte Do Oeste,RO,1100502.0,-11.709742920015199,-61.9943876627606,Fazenda Kajussol Airport,\N,SJYD,\N,43.88
Cacaulândia,RO,1100601.0,-10.338872839392799,-62.90318993456872,Ariquemes Airport,\N,SJOG,\N,52.96
Campo Novo De Rondônia,RO,1100700.0,-10.568416469348499,-63.62499142654261,Ariquemes Airport,\N,SJOG,\N,98.76
Candeias Do Jamari,RO,1100809.0,-8.785020703477475,-63.70002007182978,Governador Jorge Teixeira de Oliveira Airport,PVH,SBPV,PVH,23.77
Castanheiras,RO,1100908.0,-11.42684222546245,-61.94916119646617,Cacoal Airport,OAL,SSKW,OAL,54.85
Chupinguaia,RO,1100924.0,-12.556840761093799,-60.90184774995538,Brigadeiro Camarão Airport,BVH,SBVH,BVH,88.52
Cujubim,RO,1100940.0,-9.37819339905712,-62.58717453192093,Ariquemes Airport,\N,SJOG,\N,75.73
Governador Jorge Teixeira,RO,1101005.0,-10.6120717726075,-62.740457639463166,Ariquemes Airport,\N,SJOG,\N,87.64
Itapuã Do Oeste,RO,1101104.0,-9.191871675327853,-63.18233701651829,Ariquemes Airport,\N,SJOG,\N,78.42
Ministro Andreazza,RO,1101203.0,-11.1962379841591,-61.518921930105336,Cacoal Airport,OAL,SSKW,OAL,34.15
Mirante Da Serra,RO,1101302.0,-11.045609289937001,-62.66942709525656,Ji-Paraná Airport,JPR,SWJI,JPR,91.92
Monte Negro,RO,1101401.0,-10.263097755882999,-63.29555916721746,Ariquemes Airport,\N,SJOG,\N,49.99
Nova União,RO,1101435.0,-10.9155320416628,-62.55508939887997,Ji-Paraná Airport,JPR,SWJI,JPR,77.53
Parecis,RO,1101450.0,-12.1798270507077,-61.59799797267754,Fazenda Kajussol Airport,\N,SJYD,\N,25.79
Pimenteiras Do Oeste,RO,1101468.0,-13.476562002461499,-61.04437900253843,Brigadeiro Camarão Airport,BVH,SBVH,BVH,134.4
Primavera De Rondônia,RO,1101476.0,-11.8257069542468,-61.31654624291652,Pimenta Bueno Airport,PBQ,SWPM,PBQ,25.36
São Felipe D'oeste,RO,1101484.0,-11.91438935468855,-61.51250811333272,Fazenda Kajussol Airport,\N,SJYD,\N,19.76
São Francisco Do Guaporé,RO,1101492.0,-12.0637984122334,-63.570864710764894,Costa Marques Airport,CQS,SWCQ,CQS,83.97
Seringueiras,RO,1101500.0,-11.767116635607,-63.03876099770721,Fazenda Kajussol Airport,\N,SJYD,\N,148.76
Teixeirópolis,RO,1101559.0,-10.932169286039901,-62.25592225395462,Ji-Paraná Airport,JPR,SWJI,JPR,45.22
Theobroma,RO,1101609.0,-10.248730552026048,-62.345145529934925,Ariquemes Airport,\N,SJOG,\N,87.03
Urupá,RO,1101708.0,-11.128545275679398,-62.37063245376664,Ji-Paraná Airport,JPR,SWJI,JPR,63.99
Vale Do Anari,RO,1101757.0,-9.85139270806179,-62.17682344212778,Ariquemes Airport,\N,SJOG,\N,95.61
Vale Do Paraíso,RO,1101807.0,-10.43105268455645,-62.134390356809845,Ji-Paraná Airport,JPR,SWJI,JPR,58.14
Acrelândia,AC,1200013.0,-10.073793892463497,-67.05231658002056,Plácido de Castro Airport,RBR,SBRB,RBR,95.38
Assis Brasil,AC,1200054.0,-10.942865680917151,-69.56345917466767,Plácido de Castro Airport,RBR,SBRB,RBR,217.79
Brasiléia,AC,1200104.0,-11.016411019085748,-68.74794342595837,Plácido de Castro Airport,RBR,SBRB,RBR,157.86
Bujari,AC,1200138.0,-9.820019626709373,-67.95185927920147,Plácido de Castro Airport,RBR,SBRB,RBR,8.02
Capixaba,AC,1200179.0,-10.569767708792748,-67.67350797194321,Plácido de Castro Airport,RBR,SBRB,RBR,81.72
Cruzeiro Do Sul,AC,1200203.0,-7.630690005009809,-72.67253131743578,Cruzeiro do Sul Airport,CZS,SBCZ,CZS,11.22
Epitaciolândia,AC,1200252.0,-11.02823982795635,-68.7448680666749,Plácido de Castro Airport,RBR,SBRB,RBR,158.72
Feijó,AC,1200302.0,-8.16024753,-70.35398360821652,Tarauacá Airport,TRQ,SBTK,TRQ,47.26
Jordão,AC,1200328.0,-9.19335785982848,-71.95087512483644,Tarauacá Airport,TRQ,SBTK,TRQ,172.61
Mâncio Lima,AC,1200336.0,-7.59322259385836,-72.91650102613076,Cruzeiro do Sul Airport,CZS,SBCZ,CZS,16.22
Manoel Urbano,AC,1200344.0,-8.83631773689166,-69.25994457750748,Tarauacá Airport,TRQ,SBTK,TRQ,183.85
Marechal Thaumaturgo,AC,1200351.0,-8.95359112315366,-72.79026590869827,Cruzeiro do Sul Airport,CZS,SBCZ,CZS,150.54
Plácido De Castro,AC,1200385.0,-10.335133282742648,-67.18826008615159,Plácido de Castro Airport,RBR,SBRB,RBR,93.41
Porto Walter,AC,1200393.0,-8.266666362827529,-72.74233396480327,Cruzeiro do Sul Airport,CZS,SBCZ,CZS,74.2
Rio Branco,AC,1200401.0,-9.97829875272498,-67.81052870042349,Plácido de Castro Airport,RBR,SBRB,RBR,15.49
Rodrigues Alves,AC,1200427.0,-7.73360203372322,-72.64785491419966,Cruzeiro do Sul Airport,CZS,SBCZ,CZS,20.02
Santa Rosa Do Purus,AC,1200435.0,-9.443406537411848,-70.48649689376161,Tarauacá Airport,TRQ,SBTK,TRQ,146.9
Senador Guiomard,AC,1200450.0,-10.14817358619885,-67.74317236000506,Plácido de Castro Airport,RBR,SBRB,RBR,35.38
Sena Madureira,AC,1200500.0,-9.065339505,-68.65568406169201,Plácido de Castro Airport,RBR,SBRB,RBR,122.02
Tarauacá,AC,1200609.0,-8.15566859176562,-70.75550106289367,Tarauacá Airport,TRQ,SBTK,TRQ,3.06
Xapuri,AC,1200708.0,-10.65207194033545,-68.50629480504628,Plácido de Castro Airport,RBR,SBRB,RBR,109.6
Porto Acre,AC,1200807.0,-9.600858231187878,-67.54059008351942,Plácido de Castro Airport,RBR,SBRB,RBR,49.22
Alvarães,AM,1300029.0,-3.2165837690663843,-64.81353467756857,Tefé Airport,TFF,SBTF,TFF,20.99
Amaturá,AM,1300060.0,-3.3668051875056046,-68.20961464094039,Senadora Eunice Micheles Airport,OLC,SDCG,OLC,79.69
Anamã,AM,1300086.0,-3.5763704268902696,-61.40590347975009,Eduardo Gomes International Airport,MAO,SBEG,MAO,161.99
Anori,AM,1300102.0,-3.74538558611889,-61.65895538287788,Coari Airport,CIZ,SWKO,CIZ,169.09
Apuí,AM,1300144.0,-7.197870151607594,-59.885666104718794,Prainha Airport,\N,SWYN,\N,5.79
Atalaia Do Norte,AM,1300201.0,-4.366157489716031,-70.18798928452259,Tabatinga Airport,TBT,SBTT,TBT,30.54
Autazes,AM,1300300.0,-3.5786636417712647,-59.13356709181675,Itacoatiara Airport,ITA,SBIC,ITA,88.11
Barcelos,AM,1300409.0,-0.9728010525321905,-62.92566965810259,Barcelos Airport,BAZ,SWBC,BAZ,1.16
Barreirinha,AM,1300508.0,-2.798149836929795,-57.06775048989377,Parintins Airport,PIN,SWPI,PIN,35.14
Benjamin Constant,AM,1300607.0,-4.374989018603911,-70.02734843327646,Tabatinga Airport,TBT,SBTT,TBT,16.71
Beruri,AM,1300631.0,-3.8945134098180545,-61.371570891665854,Ponta Pelada Airport,PLL,SBMN,PLL,174.82
Boa Vista Do Ramos,AM,1300680.0,-2.971726531589355,-57.58770734647371,Maués Airport,MBZ,SWMW,MBZ,47.06
Boca Do Acre,AM,1300706.0,-8.751243196093785,-67.39957775668051,Plácido de Castro Airport,RBR,SBRB,RBR,135.78
Borba,AM,1300805.0,-4.390619891472724,-59.59455901949687,Borba Airport,RBB,SWBR,RBB,1.95
Caapiranga,AM,1300839.0,-3.3300933919416,-61.21133413318166,Eduardo Gomes International Airport,MAO,SBEG,MAO,132.98
Canutama,AM,1300904.0,-6.529106075826135,-64.3942308189288,Lábrea Airport,LBR,SWLB,LBR,93.1
Carauari,AM,1301001.0,-4.88166590420413,-66.89663528168367,Carauari Airport,CAF,SWCA,CAF,1.13
Careiro,AM,1301100.0,-3.82244727004599,-60.36380984370889,Ponta Pelada Airport,PLL,SBMN,PLL,86.1
Careiro Da Várzea,AM,1301159.0,-3.197396594869595,-59.82631406083385,Ponta Pelada Airport,PLL,SBMN,PLL,18.66
Coari,AM,1301209.0,-4.0842191587758805,-63.142183984056146,Coari Airport,CIZ,SWKO,CIZ,5.64
Codajás,AM,1301308.0,-3.8430459327389195,-62.063429660488275,Coari Airport,CIZ,SWKO,CIZ,122.93
Eirunepé,AM,1301407.0,-6.667352566851814,-69.86629026244154,Eirunepé Airport,ERN,SWEI,ERN,3.43
Envira,AM,1301506.0,-7.439817543968379,-70.03041254298246,Eirunepé Airport,ERN,SWEI,ERN,90.53
Fonte Boa,AM,1301605.0,-2.5122706845477847,-66.0965029898347,Fonte Boa Airport,FBA,SWOB,FBA,2.7
Guajará,AM,1301654.0,-7.547774414833599,-72.58243053833962,Cruzeiro do Sul Airport,CZS,SBCZ,CZS,21.42
Humaitá,AM,1301704.0,-7.512224950611385,-63.026698021928304,Humaitá Airport,HUW,SWHT,HUW,5.47
Ipixuna,AM,1301803.0,-7.050980114437209,-71.69441806030835,Cruzeiro do Sul Airport,CZS,SBCZ,CZS,133.36
Iranduba,AM,1301852.0,-3.2810538776068947,-60.19338816613067,Ponta Pelada Airport,PLL,SBMN,PLL,27.46
Itacoatiara,AM,1301902.0,-3.1403788039163447,-58.44017543675712,Itacoatiara Airport,ITA,SBIC,ITA,4.78
Itamarati,AM,1301951.0,-6.437799348619175,-68.24791743597817,Eirunepé Airport,ERN,SWEI,ERN,181.67
Itapiranga,AM,1302009.0,-2.7418427523288402,-58.03454588396619,Itacoatiara Airport,ITA,SBIC,ITA,65.55
Japurá,AM,1302108.0,-1.8808448587029998,-66.99690349464132,Fonte Boa Airport,FBA,SWOB,FBA,124.74
Juruá,AM,1302207.0,-3.47488959889068,-66.0630419255434,Fonte Boa Airport,FBA,SWOB,FBA,104.8
Jutaí,AM,1302306.0,-2.7446464468578546,-66.77132754668781,Fonte Boa Airport,FBA,SWOB,FBA,79.99
Lábrea,AM,1302405.0,-7.261946553327049,-64.79477302752002,Lábrea Airport,LBR,SWLB,LBR,3.37
Manacapuru,AM,1302504.0,-3.2982780354675496,-60.62058944587061,Eduardo Gomes International Airport,MAO,SBEG,MAO,69.65
Manaquiri,AM,1302553.0,-3.4290796693526198,-60.458881306374515,Ponta Pelada Airport,PLL,SBMN,PLL,61.18
Manaus,AM,1302603.0,-3.134691491201945,-60.02333518106102,Ponta Pelada Airport,PLL,SBMN,PLL,4.3
Manicoré,AM,1302702.0,-5.813205261188131,-61.29924840885076,Manicoré Airport,MNX,SBMY,MNX,2.33
Maraã,AM,1302801.0,-1.8664368773012499,-65.57428370316404,Fonte Boa Airport,FBA,SWOB,FBA,93.19
Maués,AM,1302900.0,-3.386427926211055,-57.71503438675245,Maués Airport,MBZ,SWMW,MBZ,1.92
Nhamundá,AM,1303007.0,-2.1889837668968997,-56.71676991333763,Parintins Airport,PIN,SWPI,PIN,54.24
Nova Olinda Do Norte,AM,1303106.0,-3.8875928319113804,-59.09307402604326,Borba Airport,RBB,SWBR,RBB,80.73
Novo Airão,AM,1303205.0,-2.6234324590276246,-60.948810707829,Eduardo Gomes International Airport,MAO,SBEG,MAO,110.01
Novo Aripuanã,AM,1303304.0,-5.122669314196164,-60.37704566900085,Novo Aripuanã Airport,NVP,SWNA,NVP,1.44
Parintins,AM,1303403.0,-2.627052585837225,-56.736292145195065,Parintins Airport,PIN,SWPI,PIN,6.84
Pauini,AM,1303502.0,-7.71404364432219,-67.00209748852815,Lábrea Airport,LBR,SWLB,LBR,250.84
Presidente Figueiredo,AM,1303536.0,-2.058429085232999,-60.02564683446745,Eduardo Gomes International Airport,MAO,SBEG,MAO,109.02
Rio Preto Da Eva,AM,1303569.0,-2.693301541645095,-59.704738094198966,Eduardo Gomes International Airport,MAO,SBEG,MAO,54.24
Santa Isabel Do Rio Negro,AM,1303601.0,-0.4166948318818635,-65.02002263951195,Tapuruquara Airport,IRZ,SWTP,IRZ,5.24
Santo Antônio Do Içá,AM,1303700.0,-3.10748630918151,-67.94648514388405,Senadora Eunice Micheles Airport,OLC,SDCG,OLC,115.31
São Gabriel Da Cachoeira,AM,1303809.0,-0.13646278811652152,-67.08364289634626,São Gabriel da Cachoeira Airport,SJL,SBUA,SJL,10.99
São Paulo De Olivença,AM,1303908.0,-3.46650962349132,-68.94485348813578,Senadora Eunice Micheles Airport,OLC,SDCG,OLC,2.72
São Sebastião Do Uatumã,AM,1303957.0,-2.5701525796778495,-57.870346355834585,Maués Airport,MBZ,SWMW,MBZ,90.63
Silves,AM,1304005.0,-2.8364274296658345,-58.21480086082692,Itacoatiara Airport,ITA,SBIC,ITA,43.83
Tabatinga,AM,1304062.0,-4.231883675646644,-69.94624437522715,Tabatinga Airport,TBT,SBTT,TBT,2.89
Tapauá,AM,1304104.0,-5.624223517787934,-63.187094867180164,Coari Airport,CIZ,SWKO,CIZ,165.81
Tefé,AM,1304203.0,-3.348372493941505,-64.70841966330265,Tefé Airport,TFF,SBTF,TFF,4.22
Tonantins,AM,1304237.0,-2.8610912498354253,-67.77648228069518,Senadora Eunice Micheles Airport,OLC,SDCG,OLC,143.82
Uarini,AM,1304260.0,-2.9836092426920997,-65.15534564015536,Tefé Airport,TFF,SBTF,TFF,65.3
Urucará,AM,1304302.0,-2.53661167184038,-57.759828174595555,Maués Airport,MBZ,SWMW,MBZ,92.99
Urucurituba,AM,1304401.0,-3.1346331156472997,-58.159641041309804,Itacoatiara Airport,ITA,SBIC,ITA,35.71
Amajari,RR,1400027.0,3.6521184454458955,-61.42059017266304,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,121.1
Alto Alegre,RR,1400050.0,2.9938229476548353,-61.31402239011779,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,71.1
Boa Vista,RR,1400100.0,2.81668191910439,-60.67053267296504,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,3.65
Bonfim,RR,1400159.0,3.350288619110315,-59.87800662890992,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,106.65
Cantá,RR,1400175.0,2.6076663984165096,-60.60206284761122,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,27.85
Caracaraí,RR,1400209.0,1.80387124729759,-61.14917687012998,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,126.04
Caroebe,RR,1400233.0,0.8726745071865619,-59.694810073675725,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,245.37
Iracema,RR,1400282.0,2.16821476520387,-61.05225858501969,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,84.87
Mucajaí,RR,1400308.0,2.4797722350534173,-60.91151853062163,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,47.01
Normandia,RR,1400407.0,3.8829782853018098,-59.63520628356831,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,164.87
Pacaraima,RR,1400456.0,4.475259340212254,-61.147306347149296,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,188.57
Rorainópolis,RR,1400472.0,0.9371953935975561,-60.42506049398191,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,213.81
São João Da Baliza,RR,1400506.0,0.947157427466681,-59.906044345154434,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,228.03
São Luiz,RR,1400605.0,1.01811162739126,-60.02826677419024,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,215.75
Uiramutã,RR,1400704.0,4.585440387542548,-60.195716148042024,Atlas Brasil Cantanhede Airport,BVB,SBBV,BVB,201.6
Abaetetuba,PA,1500107.0,-1.723469862845905,-48.88440382072304,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,58.32
Abel Figueiredo,PA,1500131.0,-4.951390895531295,-48.39676212579446,João Correa da Rocha Airport,MAB,SBMA,MAB,94.29
Acará,PA,1500206.0,-1.9634364999999998,-48.20045643175012,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,67.58
Afuá,PA,1500305.0,-0.15917169377979648,-50.39142758923323,Alberto Alcolumbre Airport,MCP,SBMQ,MCP,79.21
Água Azul Do Norte,PA,1500347.0,-6.804948867405375,-50.48527450725313,Ourilândia do Norte Airport,OIA,SDOW,OIA,62.52
Alenquer,PA,1500404.0,-1.9513975049999999,-54.740862350189616,Maestro Wilson Fonseca Airport,STM,SBSN,STM,52.87
Almeirim,PA,1500503.0,-1.5273388027647796,-52.57683508681273,Monte Dourado Airport,MEU,SBMD,MEU,70.94
Altamira,PA,1500602.0,-3.2056595100000003,-52.21437630520782,Altamira Airport,ATM,SBHT,ATM,6.94
Anajás,PA,1500701.0,-0.984451394008702,-49.945001040543985,Breves Airport,BVS,SNVS,BVS,91.27
Ananindeua,PA,1500800.0,-1.368713568269455,-48.37206665416801,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,11.07
Anapu,PA,1500859.0,-3.4761046350686797,-51.20162179845805,Altamira Airport,ATM,SBHT,ATM,119.4
Augusto Corrêa,PA,1500909.0,-1.0229210100000001,-46.64164578567113,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,206.85
Aurora Do Pará,PA,1500958.0,-2.12937601319444,-47.55617460361282,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,128.18
Aveiro,PA,1501006.0,-3.605595259283929,-55.33073438981782,Itaituba Airport,ITB,SBIH,ITB,102.65
Bagre,PA,1501105.0,-1.88980806036172,-50.22198692061344,Breves Airport,BVS,SNVS,BVS,37.41
Baião,PA,1501204.0,-2.7919618613613597,-49.672753373325264,Tucuruí Airport,TUR,SBTU,TUR,110.66
Bannach,PA,1501253.0,-7.3510721924244,-50.406047121519535,Redenção Airport,RDC,SNDC,RDC,89.22
Barcarena,PA,1501303.0,-1.505767005,-48.627072892515585,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,21.11
Belém,PA,1501402.0,-1.459845,-48.48782568748754,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,5.91
Belterra,PA,1501451.0,-2.6490201694685602,-54.94267473932617,Maestro Wilson Fonseca Airport,STM,SBSN,STM,30.42
Benevides,PA,1501501.0,-1.361437515,-48.241836450570254,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,25.03
Bom Jesus Do Tocantins,PA,1501576.0,-5.047362704320285,-48.59903995906144,João Correa da Rocha Airport,MAB,SBMA,MAB,69.55
Bonito,PA,1501600.0,-1.367474356872535,-47.305891816863856,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,128.48
Bragança,PA,1501709.0,-1.0535239562056349,-46.76575421366402,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,192.65
Brasil Novo,PA,1501725.0,-3.29780370400837,-52.543441192278834,Altamira Airport,ATM,SBHT,ATM,32.5
Brejo Grande Do Araguaia,PA,1501758.0,-5.707296153836088,-48.40576042238737,João Correa da Rocha Airport,MAB,SBMA,MAB,89.37
Breu Branco,PA,1501782.0,-3.7781354128786697,-49.56987968328572,Tucuruí Airport,TUR,SBTU,TUR,16.71
Breves,PA,1501808.0,-1.6907364999999996,-50.4808947990195,Breves Airport,BVS,SNVS,BVS,7.32
Bujaru,PA,1501907.0,-1.513991462300605,-48.03587501439603,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,48.51
Cachoeira Do Piriá,PA,1501956.0,-1.7528970049312398,-46.54739141662548,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,215.98
Cachoeira Do Arari,PA,1502004.0,-1.00878626563928,-48.96066757738708,Soure Airport,SFK,SNSW,SFK,59.77
Cametá,PA,1502103.0,-2.24683848,-49.49783016899697,Breves Airport,BVS,SNVS,BVS,125.11
Canaã Dos Carajás,PA,1502152.0,-6.5321966156294,-49.84895843191532,Carajás Airport,CKS,SBCJ,CKS,49.33
Capanema,PA,1502202.0,-1.192441995,-47.17512612313439,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,145.02
Capitão Poço,PA,1502301.0,-1.7461872932375146,-47.06282537740089,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,159.7
Castanhal,PA,1502400.0,-1.295756805045245,-47.926643141944226,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,60.81
Chaves,PA,1502509.0,-0.1624372901219115,-49.98931860507135,Alberto Alcolumbre Airport,MCP,SBMQ,MCP,122.72
Colares,PA,1502608.0,-0.932091243957739,-48.28872843194944,Soure Airport,SFK,SNSW,SFK,36.55
Conceição Do Araguaia,PA,1502707.0,-8.264863529999998,-49.264500812495655,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,10.14
Concórdia Do Pará,PA,1502756.0,-1.9845214627727545,-47.94988693900473,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,85.12
Cumaru Do Norte,PA,1502764.0,-7.811106536899265,-50.77157837751304,Redenção Airport,RDC,SNDC,RDC,90.62
Curionópolis,PA,1502772.0,-6.09681995220666,-49.6022142249504,Carajás Airport,CKS,SBCJ,CKS,44.18
Curralinho,PA,1502806.0,-1.8094234196669299,-49.791522847085375,Breves Airport,BVS,SNVS,BVS,74.98
Curuá,PA,1502855.0,-1.8899287043054847,-55.119678608730766,Maestro Wilson Fonseca Airport,STM,SBSN,STM,70.09
Curuçá,PA,1502905.0,-0.73249551,-47.85126508593515,Soure Airport,SFK,SNSW,SFK,74.56
Dom Eliseu,PA,1502939.0,-4.2907777199999995,-47.555914885993424,Prefeito Renato Moreira Airport,IMP,SBIZ,IMP,138.35
Eldorado Dos Carajás,PA,1502954.0,-6.103525161071385,-49.3739519421522,Carajás Airport,CKS,SBCJ,CKS,69.38
Faro,PA,1503002.0,-2.1729752419497648,-56.74575301730695,Parintins Airport,PIN,SWPI,PIN,55.71
Floresta Do Araguaia,PA,1503044.0,-7.558700872370074,-49.697578412237284,Redenção Airport,RDC,SNDC,RDC,61.26
Garrafão Do Norte,PA,1503077.0,-1.9316970431066898,-47.04504601729724,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,167.54
Goianésia Do Pará,PA,1503093.0,-3.8424679999999993,-49.10104492374256,Tucuruí Airport,TUR,SBTU,TUR,68.99
Gurupá,PA,1503101.0,-1.404918,-51.64369572339406,Monte Dourado Airport,MEU,SBMD,MEU,120.98
Igarapé-Açu,PA,1503200.0,-1.1243219999999998,-47.62237549202709,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,98.61
Igarapé-Miri,PA,1503309.0,-1.983116,-48.9622994689466,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,84.32
Inhangapi,PA,1503408.0,-1.42658198091031,-47.913392746588514,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,60.85
Ipixuna Do Pará,PA,1503457.0,-2.5575285,-47.49971758879828,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,166.04
Irituia,PA,1503507.0,-1.7714749950000002,-47.440755612848314,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,120.13
Itaituba,PA,1503606.0,-4.26372948,-55.99004885727773,Itaituba Airport,ITB,SBIH,ITB,2.66
Itupiranga,PA,1503705.0,-5.12883702636091,-49.32442586128609,João Correa da Rocha Airport,MAB,SBMA,MAB,33.72
Jacareacanga,PA,1503754.0,-6.223551731386444,-57.766339858379425,Jacareacanga Airport,JCR,SBEK,JCR,1.58
Jacundá,PA,1503804.0,-4.448405475,-49.11278156256747,Tucuruí Airport,TUR,SBTU,TUR,99.82
Juruti,PA,1503903.0,-2.155252995,-56.0949976884001,Oriximiná Airport,ORX,SNOX,ORX,56.87
Limoeiro Do Ajuru,PA,1504000.0,-1.8919485,-49.381533901201905,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,115.32
