municipio,uf,codigo_ibge,latitude,longitude,aeroporto_mais_proximo,codigo_iata,codigo_icao,codigo_principal,distancia_km
Tubarão,SC,4218707.0,-28.4800339478501,-49.005268077024446,Humberto Ghizzo Bortoluzzi Regional Airport,JJG,SBJA,JJG,22.35
Tunápolis,SC,4218756.0,-26.9722235914893,-53.64145973604698,Itapiranga Airport,\N,SSYT,\N,19.44
Turvo,SC,4218806.0,-28.924749217388197,-49.68086574511589,Diomício Freitas Airport,CCM,SBCM,CCM,33.69
União Do Oeste,SC,4218855.0,-26.7617370137475,-52.85149645643249,Serafin Enoss Bertaso Airport,XAP,SBCH,XAP,45.7
Urubici,SC,4218905.0,-28.00455491203285,-49.58820561110423,Lages Airport,LAJ,SBLJ,LAJ,72.49
Urupema,SC,4218954.0,-27.952685809815904,-49.873211242398796,Lages Airport,LAJ,SBLJ,LAJ,44.39
Urussanga,SC,4219002.0,-28.5199662039211,-49.31910791856473,Diomício Freitas Airport,CCM,SBCM,CCM,24.83
Vargeão,SC,4219101.0,-26.8639833173705,-52.154105650117984,Concórdia Airport,CCI,SSCK,CCI,36.61
Vargem,SC,4219150.0,-27.4899701004296,-50.97815062565487,Santa Terezinha Airport,JCB,SSJA,JCB,66.95
Vargem Bonita,SC,4219176.0,-27.003241604509096,-51.744740181404595,Santa Terezinha Airport,JCB,SSJA,JCB,26.62
Vidal Ramos,SC,4219200.0,-27.395778698688048,-49.368219172611425,Blumenau Airport,BNU,SSBL,BNU,68.6
Videira,SC,4219309.0,-27.00612906796975,-51.151705282832566,Caçador Airport,CFC,SBCD,CFC,32.06
Vitor Meireles,SC,4219358.0,-26.8815776185781,-49.83075196096834,Blumenau Airport,BNU,SSBL,BNU,73.67
Witmarsum,SC,4219408.0,-26.926742723395947,-49.804203375440125,Blumenau Airport,BNU,SSBL,BNU,71.61
Xanxerê,SC,4219507.0,-26.874584499238548,-52.40466713897537,Serafin Enoss Bertaso Airport,XAP,SBCH,XAP,38.16
Xavantina,SC,4219606.0,-27.07025014707445,-52.3428505099137,Concórdia Airport,CCI,SSCK,CCI,31.23
Xaxim,SC,4219705.0,-26.96371949923685,-52.53493251830392,Serafin Enoss Bertaso Airport,XAP,SBCH,XAP,22.46
Zortéa,SC,4219853.0,-27.450251411681847,-51.54956630684079,Santa Terezinha Airport,JCB,SSJA,JCB,31.01
Aceguá,RS,4300034.0,-31.864015304262097,-54.164731536363405,Comandante Gustavo Kraemer Airport,BGX,SBBG,BGX,52.89
Água Santa,RS,4300059.0,-28.17505474851185,-52.03463278916227,Lauro Kurtz Airport,PFB,SBPF,PFB,29.62
Agudo,RS,4300109.0,-29.6456633632496,-53.258691687715086,Santa Maria Airport,RIA,SBSM,RIA,42.13
Ajuricaba,RS,4300208.0,-28.237729006689246,-53.77281888998725,Santo Ângelo Airport,GEL,SBNM,GEL,39.12
Alecrim,RS,4300307.0,-27.661074457801647,-54.76709622174072,Santa Rosa Airport,SRA,SSZR,SRA,36.54
Alegrete,RS,4300406.0,-29.78204320912445,-55.79587014533308,Rubem Berta Airport,URG,SBUG,URG,119.89
Alegria,RS,4300455.0,-27.837299956370302,-54.057366413138524,Santa Rosa Airport,SRA,SSZR,SRA,46.16
Almirante Tamandaré Do Sul,RS,4300471.0,-28.1137262870376,-52.91371454969441,Lauro Kurtz Airport,PFB,SBPF,PFB,59.34
Alpestre,RS,4300505.0,-27.248768756690097,-53.03736604855123,Serafin Enoss Bertaso Airport,XAP,SBCH,XAP,39.76
Alto Alegre,RS,4300554.0,-28.774745537069073,-52.99075528068907,Lauro Kurtz Airport,PFB,SBPF,PFB,87.72
Alto Feliz,RS,4300570.0,-29.390139166844747,-51.315815667840745,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,24.81
Alvorada,RS,4300604.0,-29.997493064742297,-51.077729454200075,Canoas Air Force Base,\N,SBCO,\N,8.61
Amaral Ferrador,RS,4300638.0,-30.875147601169353,-52.251270396969815,João Simões Lopes Neto International Airport,PET,SBPK,PET,94.05
Ametista Do Sul,RS,4300646.0,-27.356425473784846,-53.19217726199693,Itapiranga Airport,\N,SSYT,\N,54.29
André Da Rocha,RS,4300661.0,-28.63197720288185,-51.5737379712009,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,73.23
Anta Gorda,RS,4300703.0,-28.970884363101472,-52.01582343940724,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,84.33
Antônio Prado,RS,4300802.0,-28.855437624629797,-51.28357692434088,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,39.12
Arambaré,RS,4300851.0,-30.90934555001185,-51.50131825059675,Mostardas Airport,\N,SSMT,\N,60.33
Araricá,RS,4300877.0,-29.617243592930095,-50.925676614680796,Canoas Air Force Base,\N,SBCO,\N,42.21
Aratiba,RS,4300901.0,-27.394444128894847,-52.303831954788365,Erechim Airport,ERM,SSER,ERM,29.95
Arroio Do Meio,RS,4301008.0,-29.3988907191368,-51.94744949161387,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,77.03
Arroio Do Sal,RS,4301057.0,-29.592960743965502,-49.932957517978025,Diomício Freitas Airport,CCM,SBCM,CCM,108.6
Arroio Do Padre,RS,4301073.0,-31.440643993069294,-52.43330150440955,João Simões Lopes Neto International Airport,PET,SBPK,PET,32.46
Arroio Dos Ratos,RS,4301107.0,-30.090013114676545,-51.733806866457954,Salgado Filho Airport,POA,SBPA,POA,55.17
Arroio Do Tigre,RS,4301206.0,-29.335859613303597,-53.08639556717644,Santa Maria Airport,RIA,SBSM,RIA,71.65
Arroio Grande,RS,4301305.0,-32.236344125667145,-53.08224834821809,João Simões Lopes Neto International Airport,PET,SBPK,PET,91.55
Arvorezinha,RS,4301404.0,-28.8730493916397,-52.17951193952931,Lauro Kurtz Airport,PFB,SBPF,PFB,71.41
Augusto Pestana,RS,4301503.0,-28.513351989114195,-53.989470080722555,Santo Ângelo Airport,GEL,SBNM,GEL,31.18
Áurea,RS,4301552.0,-27.693786650390997,-52.054175669132896,Erechim Airport,ERM,SSER,ERM,21.38
Bagé,RS,4301602.0,-31.330501841547445,-54.107083285170006,Comandante Gustavo Kraemer Airport,BGX,SBBG,BGX,6.69
Balneário Pinhal,RS,4301636.0,-30.2397509270339,-50.23670107609707,Canoas Air Force Base,\N,SBCO,\N,93.24
Barão,RS,4301651.0,-29.380864067808247,-51.497537680897246,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,36.35
Barão De Cotegipe,RS,4301701.0,-27.617092567143196,-52.37775032502751,Erechim Airport,ERM,SSER,ERM,11.88
Barão Do Triunfo,RS,4301750.0,-30.390483854734505,-51.73766947483881,Salgado Filho Airport,POA,SBPA,POA,70.01
Barracão,RS,4301800.0,-27.68022987138974,-51.46015145837845,Santa Terezinha Airport,JCB,SSJA,JCB,57.32
Barra Do Guarita,RS,4301859.0,-27.1880699614942,-53.71441269330582,Itapiranga Airport,\N,SSYT,\N,5.8
Barra Do Quaraí,RS,4301875.0,-30.211075407921644,-57.557060324812234,Rubem Berta Airport,URG,SBUG,URG,69.07
Barra Do Ribeiro,RS,4301909.0,-30.2926754998868,-51.300873600611524,Salgado Filho Airport,POA,SBPA,POA,35.43
Barra Do Rio Azul,RS,4301925.0,-27.408757715452204,-52.414104946450124,Erechim Airport,ERM,SSER,ERM,31.61
Barra Funda,RS,4301958.0,-27.92382584517525,-53.036296669603615,Lauro Kurtz Airport,PFB,SBPF,PFB,78.2
Barros Cassal,RS,4302006.0,-29.08770436073845,-52.587752124500014,Lauro Kurtz Airport,PFB,SBPF,PFB,97.21
Benjamin Constant Do Sul,RS,4302055.0,-27.50858356265755,-52.6022250047219,Erechim Airport,ERM,SSER,ERM,37.06
Bento Gonçalves,RS,4302105.0,-29.1674019331912,-51.515560306323934,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,32.02
Boa Vista Das Missões,RS,4302154.0,-27.666111035038398,-53.31275639375803,Itapiranga Airport,\N,SSYT,\N,68.89
Boa Vista Do Buricá,RS,4302204.0,-27.67156699678255,-54.10948125526974,Santa Rosa Airport,SRA,SSZR,SRA,48.14
Boa Vista Do Cadeado,RS,4302220.0,-28.577434475480498,-53.81373463511488,Santo Ângelo Airport,GEL,SBNM,GEL,47.84
Boa Vista Do Incra,RS,4302238.0,-28.8184880340187,-53.38870496060288,Santo Ângelo Airport,GEL,SBNM,GEL,96.81
Boa Vista Do Sul,RS,4302253.0,-29.350119371492347,-51.677271837137305,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,50.46
Bom Jesus,RS,4302303.0,-28.670577675642694,-50.433349269980155,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,93.88
Bom Princípio,RS,4302352.0,-29.49448511494565,-51.35551909739603,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,36.86
Bom Progresso,RS,4302378.0,-27.546774204155394,-53.86679088564017,Itapiranga Airport,\N,SSYT,\N,48.38
Bom Retiro Do Sul,RS,4302402.0,-29.607422619857296,-51.94384676595858,Canoas Air Force Base,\N,SBCO,\N,85.85
Boqueirão Do Leão,RS,4302451.0,-29.305157917908495,-52.428050264471814,Lauro Kurtz Airport,PFB,SBPF,PFB,118.41
Bossoroca,RS,4302501.0,-28.7307243302239,-54.90981092525445,Santo Ângelo Airport,GEL,SBNM,GEL,87.93
Bozano,RS,4302584.0,-28.3662899401941,-53.77240213876408,Santo Ângelo Airport,GEL,SBNM,GEL,39.95
Braga,RS,4302600.0,-27.6191925075347,-53.74432938207515,Itapiranga Airport,\N,SSYT,\N,53.32
Brochier,RS,4302659.0,-29.5555279555572,-51.588915971653435,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,55.69
Butiá,RS,4302709.0,-30.116144012647243,-51.961482953215764,Salgado Filho Airport,POA,SBPA,POA,77.24
Caçapava Do Sul,RS,4302808.0,-30.51474323408005,-53.487568920041404,Santa Maria Airport,RIA,SBSM,RIA,91.39
Cacequi,RS,4302907.0,-29.8802876604795,-54.8277276903362,Santa Maria Airport,RIA,SBSM,RIA,111.55
Cachoeira Do Sul,RS,4303004.0,-30.045819979727398,-52.893412558481984,Santa Maria Airport,RIA,SBSM,RIA,85.18
Cachoeirinha,RS,4303103.0,-29.950629444344695,-51.093676954262754,Canoas Air Force Base,\N,SBCO,\N,4.92
Cacique Doble,RS,4303202.0,-27.7682324660163,-51.664113449838155,Erechim Airport,ERM,SSER,ERM,60.64
Caibaté,RS,4303301.0,-28.29107481916675,-54.637886704208654,Santa Rosa Airport,SRA,SSZR,SRA,44.27
Caiçara,RS,4303400.0,-27.280940664626947,-53.43189548510398,Itapiranga Airport,\N,SSYT,\N,29.45
Camaquã,RS,4303509.0,-30.850704389255846,-51.81460090622106,Mostardas Airport,\N,SSMT,\N,90.68
Camargo,RS,4303558.0,-28.589237531547,-52.20379897325141,Lauro Kurtz Airport,PFB,SBPF,PFB,40.22
Cambará Do Sul,RS,4303608.0,-29.048175273445544,-50.14376538425361,Diomício Freitas Airport,CCM,SBCM,CCM,79.01
Campestre Da Serra,RS,4303673.0,-28.79651224689805,-51.095664004837346,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,45.43
Campina Das Missões,RS,4303707.0,-27.99169002840025,-54.84532895082877,Santa Rosa Airport,SRA,SSZR,SRA,33.29
Campinas Do Sul,RS,4303806.0,-27.71160141610145,-52.63310447777633,Erechim Airport,ERM,SSER,ERM,36.34
Campo Bom,RS,4303905.0,-29.675685097122802,-51.05886992427848,Canoas Air Force Base,\N,SBCO,\N,31.16
Campo Novo,RS,4304002.0,-27.674492610217197,-53.80281386867373,Itapiranga Airport,\N,SSYT,\N,60.27
Campos Borges,RS,4304101.0,-28.8921317673265,-52.99891473322802,Lauro Kurtz Airport,PFB,SBPF,PFB,97.49
Candelária,RS,4304200.0,-29.6712854159647,-52.78966843881917,Santa Maria Airport,RIA,SBSM,RIA,86.91
Cândido Godói,RS,4304309.0,-27.951318068101045,-54.75283404289408,Santa Rosa Airport,SRA,SSZR,SRA,23.37
Candiota,RS,4304358.0,-31.561009723553497,-53.67780464251267,Comandante Gustavo Kraemer Airport,BGX,SBBG,BGX,45.35
Canela,RS,4304408.0,-29.357971850415048,-50.814867349363624,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,40.33
Canguçu,RS,4304507.0,-31.393859524316294,-52.67628583207234,João Simões Lopes Neto International Airport,PET,SBPK,PET,48.92
Canoas,RS,4304606.0,-29.9186967064906,-51.18102978068763,Canoas Air Force Base,\N,SBCO,\N,4.65
Canudos Do Vale,RS,4304614.0,-29.323525296299547,-52.232382617248504,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,102.33
Capão Bonito Do Sul,RS,4304622.0,-28.12597529492475,-51.39515846270346,Lauro Kurtz Airport,PFB,SBPF,PFB,92.23
Capão Da Canoa,RS,4304630.0,-29.761466640119746,-50.020022444273195,Canoas Air Force Base,\N,SBCO,\N,110.36
Capão Do Cipó,RS,4304655.0,-28.931627519554194,-54.5546989999907,Santo Ângelo Airport,GEL,SBNM,GEL,81.48
Capão Do Leão,RS,4304663.0,-31.766838656648595,-52.48700757206272,João Simões Lopes Neto International Airport,PET,SBPK,PET,16.0
Capivari Do Sul,RS,4304671.0,-30.149659662938145,-50.50880793409337,Canoas Air Force Base,\N,SBCO,\N,65.24
Capela De Santana,RS,4304689.0,-29.70194485198305,-51.321769345411354,Canoas Air Force Base,\N,SBCO,\N,32.07
Capitão,RS,4304697.0,-29.26949960858175,-51.98596884563887,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,77.89
Carazinho,RS,4304705.0,-28.2865105908949,-52.791897388103784,Lauro Kurtz Airport,PFB,SBPF,PFB,45.81
Caraá,RS,4304713.0,-29.7786374562404,-50.435756429569615,Canoas Air Force Base,\N,SBCO,\N,70.82
Carlos Barbosa,RS,4304804.0,-29.298296805873946,-51.50381762998363,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,32.69
Carlos Gomes,RS,4304853.0,-27.714892075086347,-51.91757622986516,Erechim Airport,ERM,SSER,ERM,35.03
Casca,RS,4304903.0,-28.559874016842098,-51.98323265741634,Lauro Kurtz Airport,PFB,SBPF,PFB,48.6
Caseiros,RS,4304952.0,-28.2735654702811,-51.6926828223303,Lauro Kurtz Airport,PFB,SBPF,PFB,62.17
Catuípe,RS,4305009.0,-28.254234472461647,-54.01238684767439,Santo Ângelo Airport,GEL,SBNM,GEL,15.65
Caxias Do Sul,RS,4305108.0,-29.166899011062096,-51.17886020588301,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,3.46
Centenário,RS,4305116.0,-27.762847130393848,-52.00205384584568,Erechim Airport,ERM,SSER,ERM,28.51
Cerrito,RS,4305124.0,-31.852639126784002,-52.81480233228089,João Simões Lopes Neto International Airport,PET,SBPK,PET,48.4
Cerro Branco,RS,4305132.0,-29.65628719492165,-52.941977801743896,Santa Maria Airport,RIA,SBSM,RIA,72.35
Cerro Grande,RS,4305157.0,-27.60798013473685,-53.165913076476336,Serafin Enoss Bertaso Airport,XAP,SBCH,XAP,72.83
Cerro Grande Do Sul,RS,4305173.0,-30.60202892895055,-51.75310326521868,Salgado Filho Airport,POA,SBPA,POA,87.66
Cerro Largo,RS,4305207.0,-28.147840876951797,-54.73999723985512,Santa Rosa Airport,SRA,SSZR,SRA,34.4
Chapada,RS,4305306.0,-28.0584504612393,-53.06727690442059,Lauro Kurtz Airport,PFB,SBPF,PFB,75.49
Charqueadas,RS,4305355.0,-29.956800363044547,-51.625006052184645,Salgado Filho Airport,POA,SBPA,POA,43.89
Charrua,RS,4305371.0,-27.95283110106955,-52.02941195351349,Erechim Airport,ERM,SSER,ERM,39.98
Chiapetta,RS,4305405.0,-27.91736475400775,-53.94574970238216,Santo Ângelo Airport,GEL,SBNM,GEL,46.06
Chuí,RS,4305439.0,-33.68756686872965,-53.46267514168433,João Simões Lopes Neto International Airport,PET,SBPK,PET,243.35
Chuvisca,RS,4305447.0,-30.7574267111909,-51.97854222262843,Mostardas Airport,\N,SSMT,\N,108.92
Cidreira,RS,4305454.0,-30.18116998616205,-50.209092333871894,Canoas Air Force Base,\N,SBCO,\N,93.73
Ciríaco,RS,4305504.0,-28.3443025435146,-51.88303129195582,Lauro Kurtz Airport,PFB,SBPF,PFB,44.84
Colinas,RS,4305587.0,-29.392536871608797,-51.868575546499784,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,69.53
Colorado,RS,4305603.0,-28.522947759894347,-52.99317631946328,Lauro Kurtz Airport,PFB,SBPF,PFB,72.21
Condor,RS,4305702.0,-28.205295775293703,-53.48894333085288,Santo Ângelo Airport,GEL,SBNM,GEL,67.17
Constantina,RS,4305801.0,-27.730411086444995,-52.987738832113685,Erechim Airport,ERM,SSER,ERM,71.24
Coqueiro Baixo,RS,4305835.0,-29.179256801256894,-52.09460255964032,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,88.08
Coqueiros Do Sul,RS,4305850.0,-28.117428320627948,-52.77880084555035,Lauro Kurtz Airport,PFB,SBPF,PFB,46.5
Coronel Barros,RS,4305871.0,-28.38454085867625,-54.073662430288806,Santo Ângelo Airport,GEL,SBNM,GEL,14.77
Coronel Bicaco,RS,4305900.0,-27.71787301963905,-53.709128106501396,Itapiranga Airport,\N,SSYT,\N,64.02
Coronel Pilar,RS,4305934.0,-29.272710075417447,-51.68493459655516,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,48.99
Cotiporã,RS,4305959.0,-28.99857642759815,-51.696433677402545,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,54.15
Coxilha,RS,4305975.0,-28.12134171077915,-52.30027782951026,Lauro Kurtz Airport,PFB,SBPF,PFB,13.88
Crissiumal,RS,4306007.0,-27.498012269392696,-54.1000349061653,Itapiranga Airport,\N,SSYT,\N,56.9
Cristal,RS,4306056.0,-30.999345191821998,-52.04941040177635,João Simões Lopes Neto International Airport,PET,SBPK,PET,84.21
Cristal Do Sul,RS,4306072.0,-27.4536295671694,-53.24918449525743,Itapiranga Airport,\N,SSYT,\N,55.3
Cruz Alta,RS,4306106.0,-28.6424466084891,-53.605240762119635,Santo Ângelo Airport,GEL,SBNM,GEL,68.17
Cruzaltense,RS,4306130.0,-27.664888108574246,-52.64814298822704,Erechim Airport,ERM,SSER,ERM,37.41
Cruzeiro Do Sul,RS,4306205.0,-29.5082909687012,-51.99157588517342,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,85.27
David Canabarro,RS,4306304.0,-28.384611534059896,-51.852249056523,Lauro Kurtz Airport,PFB,SBPF,PFB,49.0
Derrubadas,RS,4306320.0,-27.265390936297297,-53.8651194603325,Itapiranga Airport,\N,SSYT,\N,22.39
Dezesseis De Novembro,RS,4306353.0,-28.226876443498497,-55.04820850203984,Santa Rosa Airport,SRA,SSZR,SRA,62.84
Dilermando De Aguiar,RS,4306379.0,-29.7019639097539,-54.21356038450212,Santa Maria Airport,RIA,SBSM,RIA,50.75
Dois Irmãos,RS,4306403.0,-29.5841587789047,-51.08761931302093,Canoas Air Force Base,\N,SBCO,\N,40.6
Dois Irmãos Das Missões,RS,4306429.0,-27.6575367314489,-53.530864623522916,Itapiranga Airport,\N,SSYT,\N,59.28
Dois Lajeados,RS,4306452.0,-28.97520538624245,-51.83510298686481,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,67.59
Dom Feliciano,RS,4306502.0,-30.708598426314996,-52.10393357967799,João Simões Lopes Neto International Airport,PET,SBPK,PET,114.28
Dom Pedro De Alcântara,RS,4306551.0,-29.370187079104394,-49.8495499617296,Diomício Freitas Airport,CCM,SBCM,CCM,82.99
Dom Pedrito,RS,4306601.0,-30.981267056751097,-54.674130183823635,Comandante Gustavo Kraemer Airport,BGX,SBBG,BGX,70.2
Dona Francisca,RS,4306700.0,-29.624852491347248,-53.362333180785,Santa Maria Airport,RIA,SBSM,RIA,32.92
Doutor Maurício Cardoso,RS,4306734.0,-27.5092126137125,-54.35826799052678,Santa Rosa Airport,SRA,SSZR,SRA,46.99
Doutor Ricardo,RS,4306759.0,-29.099031060960247,-51.98490439211616,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,78.2
Eldorado Do Sul,RS,4306767.0,-29.9992925945868,-51.310418926013014,Salgado Filho Airport,POA,SBPA,POA,13.4
Encantado,RS,4306809.0,-29.239917207222692,-51.87302313436479,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,66.7
Encruzilhada Do Sul,RS,4306908.0,-30.54365732476915,-52.52204538985579,João Simões Lopes Neto International Airport,PET,SBPK,PET,131.93
Engenho Velho,RS,4306924.0,-27.708586519665094,-52.911920503024064,Erechim Airport,ERM,SSER,ERM,63.59
Entre-Ijuís,RS,4306932.0,-28.362794277899496,-54.27143185119466,Santo Ângelo Airport,GEL,SBNM,GEL,13.48
Entre Rios Do Sul,RS,4306957.0,-27.5288579316363,-52.73506795212561,Serafin Enoss Bertaso Airport,XAP,SBCH,XAP,44.56
Erebango,RS,4306973.0,-27.84919594086025,-52.299711402977124,Erechim Airport,ERM,SSER,ERM,21.05
Erechim,RS,4307005.0,-27.633405810801,-52.27587689788706,Erechim Airport,ERM,SSER,ERM,3.26
Ernestina,RS,4307054.0,-28.497154690536693,-52.57217620885868,Lauro Kurtz Airport,PFB,SBPF,PFB,37.01
Herval,RS,4307104.0,-32.026743551158454,-53.394337860891056,Comandante Gustavo Kraemer Airport,BGX,SBBG,BGX,98.06
Erval Grande,RS,4307203.0,-27.393336674507548,-52.5701120523532,Serafin Enoss Bertaso Airport,XAP,SBCH,XAP,30.06
Erval Seco,RS,4307302.0,-27.549417126509447,-53.50957308366115,Itapiranga Airport,\N,SSYT,\N,48.48
Esmeralda,RS,4307401.0,-28.05727634798415,-51.18879366246137,Lages Airport,LAJ,SBLJ,LAJ,94.25
Esperança Do Sul,RS,4307450.0,-27.3599436088412,-53.992767815119436,Itapiranga Airport,\N,SSYT,\N,38.8
Espumoso,RS,4307500.0,-28.73144514254425,-52.841926970943945,Lauro Kurtz Airport,PFB,SBPF,PFB,73.99
Estação,RS,4307559.0,-27.909006341528745,-52.2704857966567,Erechim Airport,ERM,SSER,ERM,27.48
Estância Velha,RS,4307609.0,-29.6501479676013,-51.17429392498606,Canoas Air Force Base,\N,SBCO,\N,33.02
Esteio,RS,4307708.0,-29.852186295458047,-51.14383733943198,Canoas Air Force Base,\N,SBCO,\N,10.42
Estrela,RS,4307807.0,-29.503471876822196,-51.970260294175446,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,83.16
Estrela Velha,RS,4307815.0,-29.179661361701253,-53.16029377868645,Santa Maria Airport,RIA,SBSM,RIA,78.16
Eugênio De Castro,RS,4307831.0,-28.525059762610645,-54.14811261848619,Santo Ângelo Airport,GEL,SBNM,GEL,27.14
Fagundes Varela,RS,4307864.0,-28.8821343126181,-51.691448747733034,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,60.22
Farroupilha,RS,4307906.0,-29.22367918683505,-51.348349573769816,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,15.89
Faxinal Do Soturno,RS,4308003.0,-29.57432953977065,-53.439064819705806,Santa Maria Airport,RIA,SBSM,RIA,28.5
Faxinalzinho,RS,4308052.0,-27.425415506908152,-52.67059124216472,Serafin Enoss Bertaso Airport,XAP,SBCH,XAP,32.41
Fazenda Vilanova,RS,4308078.0,-29.588574529673547,-51.82118304464075,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,75.26
Feliz,RS,4308102.0,-29.45397092615204,-51.31010213535569,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,30.94
Flores Da Cunha,RS,4308201.0,-29.031142143690296,-51.18222057693585,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,18.46
Floriano Peixoto,RS,4308250.0,-27.862509277899495,-52.0856070999391,Erechim Airport,ERM,SSER,ERM,28.65
Fontoura Xavier,RS,4308300.0,-28.98216778917535,-52.344953183775274,Lauro Kurtz Airport,PFB,SBPF,PFB,82.1
Formigueiro,RS,4308409.0,-29.99763381542035,-53.50029441494446,Santa Maria Airport,RIA,SBSM,RIA,36.63
Forquetinha,RS,4308433.0,-29.380633784728644,-52.09691705852717,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,90.53
Fortaleza Dos Valos,RS,4308458.0,-28.787882970994094,-53.235523263911766,Santo Ângelo Airport,GEL,SBNM,GEL,107.17
Frederico Westphalen,RS,4308508.0,-27.35888241238095,-53.40077673885141,Itapiranga Airport,\N,SSYT,\N,37.05
Garibaldi,RS,4308607.0,-29.25454911282445,-51.52954845879965,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,33.8
Garruchos,RS,4308656.0,-28.189476790068653,-55.634071950104435,Santa Rosa Airport,SRA,SSZR,SRA,113.72
Gaurama,RS,4308706.0,-27.58385775626145,-52.10013846052648,Erechim Airport,ERM,SSER,ERM,18.7
General Câmara,RS,4308805.0,-29.902983741363993,-51.76343068510025,Salgado Filho Airport,POA,SBPA,POA,57.94
Gentil,RS,4308854.0,-28.43384846701575,-52.03452356993673,Lauro Kurtz Airport,PFB,SBPF,PFB,35.54
Getúlio Vargas,RS,4308904.0,-27.8759119305256,-52.249574123330966,Erechim Airport,ERM,SSER,ERM,23.87
Giruá,RS,4309001.0,-28.02974437289675,-54.35084007768387,Santa Rosa Airport,SRA,SSZR,SRA,21.55
Glorinha,RS,4309050.0,-29.877133961280347,-50.7862074318938,Canoas Air Force Base,\N,SBCO,\N,35.36
Gramado,RS,4309100.0,-29.37973751835765,-50.87194570028142,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,36.73
Gramado Dos Loureiros,RS,4309126.0,-27.444385021406994,-52.91821798303205,Serafin Enoss Bertaso Airport,XAP,SBCH,XAP,43.1
Gramado Xavier,RS,4309159.0,-29.2699362175355,-52.57783775696646,Lauro Kurtz Airport,PFB,SBPF,PFB,116.68
Gravataí,RS,4309209.0,-29.94551891333625,-50.99079297477405,Canoas Air Force Base,\N,SBCO,\N,14.8
Guabiju,RS,4309258.0,-28.540671531039102,-51.69104735807473,Lauro Kurtz Airport,PFB,SBPF,PFB,70.38
Guaíba,RS,4309308.0,-30.108601922373552,-51.314683663724736,Salgado Filho Airport,POA,SBPA,POA,18.75
Guaporé,RS,4309407.0,-28.849133640450496,-51.89065068749271,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,78.56
Guarani Das Missões,RS,4309506.0,-28.141779257345398,-54.560555929660936,Santa Rosa Airport,SRA,SSZR,SRA,26.44
Harmonia,RS,4309555.0,-29.54904908678735,-51.414039704657945,Hugo Cantergiani Regional Airport,CXJ,SBCX,CXJ,44.87
Herveiras,RS,4309571.0,-29.45704381090335,-52.65017059580549,Santa Maria Airport,RIA,SBSM,RIA,104.28
Horizontina,RS,4309605.0,-27.630096913680575,-54.30879151089577,Santa Rosa Airport,SRA,SSZR,SRA,37.14
Hulha Negra,RS,4309654.0,-31.40509824838705,-53.86782479400867,Comandante Gustavo Kraemer Airport,BGX,SBBG,BGX,23.25
Humaitá,RS,4309704.0,-27.561489816120698,-53.97650557370008,Itapiranga Airport,\N,SSYT,\N,54.73
Ibarama,RS,4309753.0,-29.42074436108365,-53.1332000129437,Santa Maria Airport,RIA,SBSM,RIA,62.66
Ibiaçá,RS,4309803.0,-28.0488495214905,-51.857252090220086,Lauro Kurtz Airport,PFB,SBPF,PFB,50.88
Ibiraiaras,RS,4309902.0,-28.3692267294479,-51.63532398918831,Lauro Kurtz Airport,PFB,SBPF,PFB,69.09
Ibirapuitã,RS,4309951.0,-28.61502041516325,-52.519385587848866,Lauro Kurtz Airport,PFB,SBPF,PFB,45.36
