Ano;Cód.;Município;Produto Interno Bruto a preços correntes (Mil Reais);Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes total (%)
2008;2926509;Ribeira do Amparo (BA);43022;19,94
2008;2926608;Ribeira do Pombal (BA);211849;50,03
2008;2926657;Ribeirão do Largo (BA);45706;14,11
2008;2926707;Rio de Contas (BA);53102;34,95
2008;2926806;Rio do Antônio (BA);42981;30,65
2008;2926905;Rio do Pires (BA);29272;29,13
2008;2927002;Rio Real (BA);533875;16,81
2008;2927101;Rodelas (BA);24091;28,76
2008;2927200;Ruy Barbosa (BA);114740;32,27
2008;2927309;Salinas da Margarida (BA);62108;22,2
2008;2927408;Salvador (BA);31622990;69,15
2008;2927507;Santa Bárbara (BA);75778;40,25
2008;2927606;Santa Brígida (BA);54104;22,23
2008;2927705;Santa Cruz Cabrália (BA);120063;41,59
2008;2927804;Santa Cruz da Vitória (BA);23139;24,45
2008;2927903;Santa Inês (BA);30728;34,23
2008;2928000;Santaluz (BA);104963;33,53
2008;2928059;Santa Luzia (BA);50461;20,03
2008;2928109;Santa Maria da Vitória (BA);163062;43,84
2008;2928208;Santana (BA);99750;27,6
2008;2928307;Santanópolis (BA);21123;18,31
2008;2928406;Santa Rita de Cássia (BA);79053;26,39
2008;2928505;Santa Terezinha (BA);25546;22,5
2008;2928604;Santo Amaro (BA);300186;38,67
2008;2928703;Santo Antônio de Jesus (BA);742891;67,54
2008;2928802;Santo Estêvão (BA);260312;45,12
2008;2928901;São Desidério (BA);1688380;16,23
2008;2928950;São Domingos (BA);27767;26,6
2008;2929008;São Félix (BA);80605;37,5
2008;2929057;São Félix do Coribe (BA);66331;36,55
2008;2929107;São Felipe (BA);80341;31,65
2008;2929206;São Francisco do Conde (BA);2944965;69,92
2008;2929255;São Gabriel (BA);48704;23,12
2008;2929305;São Gonçalo dos Campos (BA);172090;30,16
2008;2929354;São José da Vitória (BA);18390;21,95
2008;2929370;São José do Jacuípe (BA);34354;29,48
2008;2929404;São Miguel das Matas (BA);48331;34,79
2008;2929503;São Sebastião do Passé (BA);453090;27,56
2008;2929602;Sapeaçu (BA);70463;36,5
2008;2929701;Sátiro Dias (BA);90710;18,23
2008;2929750;Saubara (BA);65929;50,79
2008;2929800;Saúde (BA);34577;27,63
2008;2929909;Seabra (BA);190307;54,16
2008;2930006;Sebastião Laranjeiras (BA);37192;19,52
2008;2930105;Senhor do Bonfim (BA);409149;61,53
2008;2930154;Serra do Ramalho (BA);112777;23,22
2008;2930204;Sento Sé (BA);115437;23,21
2008;2930303;Serra Dourada (BA);61062;22,85
2008;2930402;Serra Preta (BA);42529;25,96
2008;2930501;Serrinha (BA);351420;48,36
2008;2930600;Serrolândia (BA);36054;31,85
2008;2930709;Simões Filho (BA);2879768;45,62
2008;2930758;Sítio do Mato (BA);46626;15,93
2008;2930766;Sítio do Quinto (BA);53524;19,7
2008;2930774;Sobradinho (BA);486790;4,62
2008;2930808;Souto Soares (BA);54713;22,3
2008;2930907;Tabocas do Brejo Velho (BA);35607;26,92
2008;2931004;Tanhaçu (BA);62198;31,24
2008;2931053;Tanque Novo (BA);53853;40,77
2008;2931103;Tanquinho (BA);23639;31,52
2008;2931202;Taperoá (BA);72554;22,14
2008;2931301;Tapiramutá (BA);81503;17,77
2008;2931350;Teixeira de Freitas (BA);951404;60,37
2008;2931400;Teodoro Sampaio (BA);37799;46,91
2008;2931509;Teofilândia (BA);56218;29,03
2008;2931608;Teolândia (BA);44221;21,06
2008;2931707;Terra Nova (BA);48407;23,03
2008;2931806;Tremedal (BA);50479;24,22
2008;2931905;Tucano (BA);172843;30,29
2008;2932002;Uauá (BA);74857;29,64
2008;2932101;Ubaíra (BA);72024;29,24
2008;2932200;Ubaitaba (BA);104803;46,07
2008;2932309;Ubatã (BA);81391;40,09
2008;2932408;Uibaí (BA);40194;25,4
2008;2932457;Umburanas (BA);36658;19,19
2008;2932507;Una (BA);133810;41,28
2008;2932606;Urandi (BA);70976;24,73
2008;2932705;Uruçuca (BA);76380;31,25
2008;2932804;Utinga (BA);64832;35,64
2008;2932903;Valença (BA);565116;56,63
2008;2933000;Valente (BA);82381;40,34
2008;2933059;Várzea da Roça (BA);39811;26,11
2008;2933109;Várzea do Poço (BA);26440;29,08
2008;2933158;Várzea Nova (BA);43936;30,72
2008;2933174;Varzedo (BA);33518;20,59
2008;2933208;Vera Cruz (BA);210287;53,14
2008;2933257;Vereda (BA);39870;15,63
2008;2933307;Vitória da Conquista (BA);2514214;65,99
2008;2933406;Wagner (BA);28037;27,86
2008;2933455;Wanderley (BA);50171;21,47
2008;2933505;Wenceslau Guimarães (BA);110820;18,63
2008;2933604;Xique-Xique (BA);148997;31,43
2008;3100104;Abadia dos Dourados (MG);55645;27,75
2008;3100203;Abaeté (MG);205427;43,22
2008;3100302;Abre Campo (MG);77315;41,25
2008;3100401;Acaiaca (MG);19021;31,1
2008;3100500;Açucena (MG);40371;25,62
2008;3100609;Água Boa (MG);70538;26,12
2008;3100708;Água Comprida (MG);49116;22,56
2008;3100807;Aguanil (MG);25017;29,74
2008;3100906;Águas Formosas (MG);78511;36,74
2008;3101003;Águas Vermelhas (MG);77203;53,03
2008;3101102;Aimorés (MG);218611;37,36
2008;3101201;Aiuruoca (MG);39810;35,76
2008;3101300;Alagoa (MG);16909;26,42
2008;3101409;Albertina (MG);31808;50,32
2008;3101508;Além Paraíba (MG);503755;65,22
2008;3101607;Alfenas (MG);977276;55
2008;3101631;Alfredo Vasconcelos (MG);33507;28,33
2008;3101706;Almenara (MG);184389;44,43
2008;3101805;Alpercata (MG);35802;34,4
2008;3101904;Alpinópolis (MG);175930;41,43
2008;3102001;Alterosa (MG);89671;37,77
2008;3102050;Alto Caparaó (MG);34477;30,65
2008;3102100;Alto Rio Doce (MG);58819;27,17
2008;3102209;Alvarenga (MG);17293;27,89
2008;3102308;Alvinópolis (MG);123022;35,44
2008;3102407;Alvorada de Minas (MG);16202;18,57
2008;3102506;Amparo do Serra (MG);21557;23,48
2008;3102605;Andradas (MG);379074;46,83
2008;3102704;Cachoeira de Pajeú (MG);39400;34,26
2008;3102803;Andrelândia (MG);78994;42,03
2008;3102852;Angelândia (MG);42375;21,4
2008;3102902;Antônio Carlos (MG);70172;33,09
2008;3103009;Antônio Dias (MG);66151;38,01
2008;3103108;Antônio Prado de Minas (MG);11363;25,14
2008;3103207;Araçaí (MG);18419;24,56
2008;3103306;Aracitaba (MG);10576;27,79
2008;3103405;Araçuaí (MG);178569;38,04
2008;3103504;Araguari (MG);1861672;33,08
2008;3103603;Arantina (MG);19715;28,44
2008;3103702;Araponga (MG);36792;22,05
2008;3103751;Araporã (MG);1079911;9,62
2008;3103801;Arapuá (MG);72713;11,95
2008;3103900;Araújos (MG);79994;31,82
2008;3104007;Araxá (MG);2755598;36,66
2008;3104106;Arceburgo (MG);123280;40,94
2008;3104205;Arcos (MG);477988;38,9
2008;3104304;Areado (MG);106744;44,2
2008;3104403;Argirita (MG);16765;29,13
2008;3104452;Aricanduva (MG);17916;20,98
2008;3104502;Arinos (MG);103127;34,91
2008;3104601;Astolfo Dutra (MG);110920;34,69
2008;3104700;Ataléia (MG);64287;21,55
2008;3104809;Augusto de Lima (MG);31456;32,86
2008;3104908;Baependi (MG);125507;46,13
2008;3105004;Baldim (MG);60660;20,44
2008;3105103;Bambuí (MG);183135;40,57
2008;3105202;Bandeira (MG);22350;20,62
2008;3105301;Bandeira do Sul (MG);25835;38,32
2008;3105400;Barão de Cocais (MG);520495;29,14
2008;3105509;Barão do Monte Alto (MG);25506;25,04
2008;3105608;Barbacena (MG);1434531;51,85
2008;3105707;Barra Longa (MG);31651;27,42
2008;3105905;Barroso (MG);201422;35,73
2008;3106002;Bela Vista de Minas (MG);61116;50,3
2008;3106101;Belmiro Braga (MG);19805;28,55
2008;3106200;Belo Horizonte (MG);47265507;68,31
2008;3106309;Belo Oriente (MG);672351;19,82
2008;3106408;Belo Vale (MG);40253;31,49
2008;3106507;Berilo (MG);45683;28,13
2008;3106606;Bertópolis (MG);19793;21,04
2008;3106655;Berizal (MG);16940;26,23
2008;3106705;Betim (MG);19881046;41,24
2008;3106804;Bias Fortes (MG);17120;25,81
2008;3106903;Bicas (MG);94727;57,31
2008;3107000;Biquinhas (MG);20614;28
2008;3107109;Boa Esperança (MG);337326;51,52
2008;3107208;Bocaina de Minas (MG);22641;34,13
2008;3107307;Bocaiúva (MG);364464;30,82
2008;3107406;Bom Despacho (MG);526325;57,63
2008;3107505;Bom Jardim de Minas (MG);38420;45,04
2008;3107604;Bom Jesus da Penha (MG);50759;30,42
2008;3107703;Bom Jesus do Amparo (MG);34566;40,51
2008;3107802;Bom Jesus do Galho (MG);66665;26,2
2008;3107901;Bom Repouso (MG);50550;31,29
2008;3108008;Bom Sucesso (MG);125864;39,36
2008;3108107;Bonfim (MG);32682;34,52
2008;3108206;Bonfinópolis de Minas (MG);85637;28,21
2008;3108255;Bonito de Minas (MG);28457;19,15
2008;3108305;Borda da Mata (MG);112077;44,61
2008;3108404;Botelhos (MG);116709;38,28
2008;3108503;Botumirim (MG);23854;20,32
2008;3108552;Brasilândia de Minas (MG);89170;37,28
2008;3108602;Brasília de Minas (MG);120806;37,49
2008;3108701;Brás Pires (MG);18372;26,74
2008;3108800;Braúnas (MG);70913;8,35
2008;3108909;Brazópolis (MG);91283;38,24
2008;3109006;Brumadinho (MG);762689;29,56
2008;3109105;Bueno Brandão (MG);60243;40,89
2008;3109204;Buenópolis (MG);47937;35,06
2008;3109253;Bugre (MG);16629;18,69
2008;3109303;Buritis (MG);290108;29,93
2008;3109402;Buritizeiro (MG);233952;24,48
2008;3109451;Cabeceira Grande (MG);107726;14,28
2008;3109501;Cabo Verde (MG);149277;34,96
2008;3109600;Cachoeira da Prata (MG);48177;41,25
2008;3109709;Cachoeira de Minas (MG);89717;25,66
2008;3109808;Cachoeira Dourada (MG);37096;25,75
2008;3109907;Caetanópolis (MG);93861;37,21
2008;3110004;Caeté (MG);254035;49,57
2008;3110103;Caiana (MG);23300;23,15
2008;3110202;Cajuri (MG);18083;23,01
2008;3110301;Caldas (MG);106450;42,45
2008;3110400;Camacho (MG);17854;24,98
2008;3110509;Camanducaia (MG);220317;42,83
2008;3110608;Cambuí (MG);297705;50,11
2008;3110707;Cambuquira (MG);136713;44,98
2008;3110806;Campanário (MG);27124;44,15
2008;3110905;Campanha (MG);129918;49,14
2008;3111002;Campestre (MG);184915;44,5
2008;3111101;Campina Verde (MG);188311;42,95
2008;3111150;Campo Azul (MG);16638;22,32
2008;3111200;Campo Belo (MG);403817;53,13
2008;3111309;Campo do Meio (MG);67897;34,17
2008;3111408;Campo Florido (MG);197380;21,8
2008;3111507;Campos Altos (MG);136085;33,28
2008;3111606;Campos Gerais (MG);211400;40,74
2008;3111705;Canaã (MG);29105;21,59
2008;3111804;Canápolis (MG);194435;27,94
2008;3111903;Cana Verde (MG);34772;32,73
2008;3112000;Candeias (MG);103468;37,28
2008;3112059;Cantagalo (MG);19072;24,84
2008;3112109;Caparaó (MG);29529;30,44
2008;3112208;Capela Nova (MG);19518;28,7
2008;3112307;Capelinha (MG);205239;41,31
2008;3112406;Capetinga (MG);46926;34,86
2008;3112505;Capim Branco (MG);37139;35,4
2008;3112604;Capinópolis (MG);191052;41
2008;3112653;Capitão Andrade (MG);20422;29,64
2008;3112703;Capitão Enéas (MG);160576;16,67
2008;3112802;Capitólio (MG);75322;46,74
2008;3112901;Caputira (MG);50382;23,07
2008;3113008;Caraí (MG);67255;22,32
2008;3113107;Caranaíba (MG);14998;24,99
2008;3113206;Carandaí (MG);230689;33,4
2008;3113305;Carangola (MG);232412;58,59
2008;3113404;Caratinga (MG);573435;57,13
2008;3113503;Carbonita (MG);50631;29,96
2008;3113602;Careaçu (MG);75531;44,84
2008;3113701;Carlos Chagas (MG);161714;32,08
2008;3113800;Carmésia (MG);12673;29,66
2008;3113909;Carmo da Cachoeira (MG);99807;35,07
2008;3114006;Carmo da Mata (MG);79730;39,08
2008;3114105;Carmo de Minas (MG);82220;40,01
2008;3114204;Carmo do Cajuru (MG);152965;35,21
2008;3114303;Carmo do Paranaíba (MG);261409;41,47
2008;3114402;Carmo do Rio Claro (MG);184709;43,37
2008;3114501;Carmópolis de Minas (MG);150483;39,88
2008;3114550;Carneirinho (MG);126671;27,85
2008;3114600;Carrancas (MG);28740;32,26
2008;3114709;Carvalhópolis (MG);25947;28,49
2008;3114808;Carvalhos (MG);21304;30,63
2008;3114907;Casa Grande (MG);14995;26,8
2008;3115003;Cascalho Rico (MG);27806;26,36
2008;3115102;Cássia (MG);190871;51,57
2008;3115201;Conceição da Barra de Minas (MG);20297;27,73
2008;3115300;Cataguases (MG);822140;41,62
2008;3115359;Catas Altas (MG);162731;21,74
2008;3115409;Catas Altas da Noruega (MG);13949;26,77
2008;3115458;Catuji (MG);22857;26,76
2008;3115474;Catuti (MG);19863;21,47
2008;3115508;Caxambu (MG);155287;64,59
2008;3115607;Cedro do Abaeté (MG);9253;25,21
2008;3115706;Central de Minas (MG);32175;40,09
2008;3115805;Centralina (MG);86404;36,11
2008;3115904;Chácara (MG);21985;37,6
2008;3116001;Chalé (MG);28793;25,88
2008;3116100;Chapada do Norte (MG);44068;25,32
2008;3116159;Chapada Gaúcha (MG);58449;20,82
2008;3116209;Chiador (MG);18293;28,03
2008;3116308;Cipotânea (MG);21883;27,48
2008;3116407;Claraval (MG);42035;26,06
2008;3116506;Claro dos Poções (MG);39212;22,93
2008;3116605;Cláudio (MG);269755;43,95
2008;3116704;Coimbra (MG);36102;29,48
2008;3116803;Coluna (MG);35073;29,77
2008;3116902;Comendador Gomes (MG);61301;30,47
2008;3117009;Comercinho (MG);30764;22,14
2008;3117108;Conceição da Aparecida (MG);93672;30,55
2008;3117207;Conceição das Pedras (MG);20662;23,58
2008;3117306;Conceição das Alagoas (MG);362279;33,03
2008;3117405;Conceição de Ipanema (MG);18251;26,55
2008;3117504;Conceição do Mato Dentro (MG);81408;34
2008;3117603;Conceição do Pará (MG);119005;19,54
2008;3117702;Conceição do Rio Verde (MG);84689;42,15
2008;3117801;Conceição dos Ouros (MG);82015;33,05
2008;3117836;Cônego Marinho (MG);23303;22,68
2008;3117876;Confins (MG);328331;88,35
2008;3117900;Congonhal (MG);99221;28,25
2008;3118007;Congonhas (MG);885469;39,34
2008;3118106;Congonhas do Norte (MG);18492;26,06
2008;3118205;Conquista (MG);83185;29,63
2008;3118304;Conselheiro Lafaiete (MG);919149;61,94
2008;3118403;Conselheiro Pena (MG);142634;40,31
2008;3118502;Consolação (MG);10952;24,89
2008;3118601;Contagem (MG);15496281;52,78
2008;3118700;Coqueiral (MG);56282;30,36
2008;3118809;Coração de Jesus (MG);96378;26,79
2008;3118908;Cordisburgo (MG);47170;26,88
2008;3119005;Cordislândia (MG);26414;22,81
2008;3119104;Corinto (MG);132485;44,32
2008;3119203;Coroaci (MG);51976;22,68
2008;3119302;Coromandel (MG);369670;36,68
2008;3119401;Coronel Fabriciano (MG);710933;62,31
2008;3119500;Coronel Murta (MG);34448;29,56
2008;3119609;Coronel Pacheco (MG);18842;31,86
2008;3119708;Coronel Xavier Chaves (MG);19538;30,06
2008;3119807;Córrego Danta (MG);33528;43,54
2008;3119906;Córrego do Bom Jesus (MG);17596;33,53
2008;3119955;Córrego Fundo (MG);91029;32,4
2008;3120003;Córrego Novo (MG);20319;20,89
2008;3120102;Couto de Magalhães de Minas (MG);19551;38,23
2008;3120151;Crisólita (MG);26618;17,08
2008;3120201;Cristais (MG);79353;30,59
2008;3120300;Cristália (MG);22435;21,68
2008;3120409;Cristiano Otoni (MG);35177;42,43
2008;3120508;Cristina (MG);62765;31,59
2008;3120607;Crucilândia (MG);26425;30,31
2008;3120706;Cruzeiro da Fortaleza (MG);33076;27,53
2008;3120805;Cruzília (MG);86021;41,89
2008;3120839;Cuparaque (MG);21573;30,72
2008;3120870;Curral de Dentro (MG);26279;25,97
2008;3120904;Curvelo (MG);606775;51,98
2008;3121001;Datas (MG);21014;29,12
2008;3121100;Delfim Moreira (MG);35552;29,74
2008;3121209;Delfinópolis (MG);76916;30,72
2008;3121258;Delta (MG);156499;35,51
2008;3121308;Descoberto (MG);33657;26,77
2008;3121407;Desterro de Entre Rios (MG);29938;30,52
2008;3121506;Desterro do Melo (MG);17619;27,2
2008;3121605;Diamantina (MG);286797;56,89
2008;3121704;Diogo de Vasconcelos (MG);15224;26,19
2008;3121803;Dionísio (MG);36883;32,85
2008;3121902;Divinésia (MG);19879;26,81
2008;3122009;Divino (MG);105326;42,89
2008;3122108;Divino das Laranjeiras (MG);21789;26,98
2008;3122207;Divinolândia de Minas (MG);28301;28,06
2008;3122306;Divinópolis (MG);3199867;48,44
2008;3122355;Divisa Alegre (MG);43321;25,12
2008;3122405;Divisa Nova (MG);38309;27,1
2008;3122454;Divisópolis (MG);35381;24,67
2008;3122470;Dom Bosco (MG);23790;27,8
2008;3122504;Dom Cavati (MG);28511;44,17
2008;3122603;Dom Joaquim (MG);19226;28,1
2008;3122702;Dom Silvério (MG);40150;42,07
2008;3122801;Dom Viçoso (MG);13893;25,58
2008;3122900;Dona Euzébia (MG);29697;33,38
2008;3123007;Dores de Campos (MG);88633;29,31
2008;3123106;Dores de Guanhães (MG);27012;24,46
2008;3123205;Dores do Indaiá (MG);105241;46,44
2008;3123304;Dores do Turvo (MG);21916;24,07
2008;3123403;Doresópolis (MG);12875;24,12
2008;3123502;Douradoquara (MG);16034;24,38
2008;3123528;Durandé (MG);42433;28,85
2008;3123601;Elói Mendes (MG);255874;45,63
2008;3123700;Engenheiro Caldas (MG);51644;45,51
2008;3123809;Engenheiro Navarro (MG);30453;26,73
2008;3123858;Entre Folhas (MG);20201;33,94
2008;3123908;Entre Rios de Minas (MG);82348;41,52
2008;3124005;Ervália (MG);116724;31,02
2008;3124104;Esmeraldas (MG);267514;36,71
2008;3124203;Espera Feliz (MG);161854;50,23
2008;3124302;Espinosa (MG);119041;35,01
2008;3124401;Espírito Santo do Dourado (MG);27831;24,42
2008;3124500;Estiva (MG);83997;45,43
2008;3124609;Estrela Dalva (MG);13515;30,17
2008;3124708;Estrela do Indaiá (MG);40741;28,1
2008;3124807;Estrela do Sul (MG);150376;13,44
2008;3124906;Eugenópolis (MG);51774;31,25
2008;3125002;Ewbank da Câmara (MG);18813;34,42
2008;3125101;Extrema (MG);1205773;46,22
2008;3125200;Fama (MG);21625;30,94
2008;3125309;Faria Lemos (MG);27289;24,91
2008;3125408;Felício dos Santos (MG);21540;27,72
2008;3125507;São Gonçalo do Rio Preto (MG);15448;29,51
2008;3125606;Felisburgo (MG);26431;30,12
2008;3125705;Felixlândia (MG);126053;28,17
2008;3125804;Fernandes Tourinho (MG);14494;29,51
2008;3125903;Ferros (MG);55703;35,88
2008;3125952;Fervedouro (MG);48699;31,31
2008;3126000;Florestal (MG);40512;39,69
2008;3126109;Formiga (MG);640429;57,79
2008;3126208;Formoso (MG);74654;27,59
2008;3126307;Fortaleza de Minas (MG);141162;22,13
2008;3126406;Fortuna de Minas (MG);17696;24,95
2008;3126505;Francisco Badaró (MG);29786;25,9
2008;3126604;Francisco Dumont (MG);21844;23,3
2008;3126703;Francisco Sá (MG);133419;42,66
2008;3126752;Franciscópolis (MG);22413;18,13
2008;3126802;Frei Gaspar (MG);27432;18,47
2008;3126901;Frei Inocêncio (MG);43871;42,05
2008;3126950;Frei Lagonegro (MG);13464;18,6
2008;3127008;Fronteira (MG);844506;6,29
2008;3127057;Fronteira dos Vales (MG);17031;23,02
2008;3127073;Fruta de Leite (MG);20725;22,76
2008;3127107;Frutal (MG);586158;50,09
2008;3127206;Funilândia (MG);20463;23,2
2008;3127305;Galiléia (MG);35886;38,11
2008;3127339;Gameleiras (MG);23166;17,23
2008;3127354;Glaucilândia (MG);12925;21,5
2008;3127370;Goiabeira (MG);16217;30,89
2008;3127388;Goianá (MG);19783;34,82
2008;3127404;Gonçalves (MG);22385;35,39
2008;3127503;Gonzaga (MG);18799;26,43
2008;3127602;Gouveia (MG);76861;33,23
2008;3127701;Governador Valadares (MG);2611061;64,99
2008;3127800;Grão Mogol (MG);192360;8,89
2008;3127909;Grupiara (MG);14834;28,28
2008;3128006;Guanhães (MG);230212;53,69
2008;3128105;Guapé (MG);90459;34,48
2008;3128204;Guaraciaba (MG);36679;28,47
2008;3128253;Guaraciama (MG);18774;24,74
2008;3128303;Guaranésia (MG);260198;28,73
2008;3128402;Guarani (MG);49179;35,92
2008;3128501;Guarará (MG);23201;35,64
2008;3128600;Guarda-Mor (MG);124403;21,23
2008;3128709;Guaxupé (MG);1003340;45,3
2008;3128808;Guidoval (MG);44051;28,65
2008;3128907;Guimarânia (MG);51400;32,2
2008;3129004;Guiricema (MG);52070;31,43
2008;3129103;Gurinhatã (MG);58884;21,62
2008;3129202;Heliodora (MG);44056;33,62
2008;3129301;Iapu (MG);43234;31,19
2008;3129400;Ibertioga (MG);26855;30,39
2008;3129509;Ibiá (MG);452702;31,82
2008;3129608;Ibiaí (MG);32289;27,99
2008;3129657;Ibiracatu (MG);20653;23,11
2008;3129707;Ibiraci (MG);428913;10,12
2008;3129806;Ibirité (MG);1088960;42,74
2008;3129905;Ibitiúra de Minas (MG);25771;30,52
2008;3130002;Ibituruna (MG);22100;28,99
2008;3130051;Icaraí de Minas (MG);34588;21,92
2008;3130101;Igarapé (MG);309686;37,89
2008;3130200;Igaratinga (MG);65332;37,51
2008;3130309;Iguatama (MG);199078;22,47
2008;3130408;Ijaci (MG);198722;20,75
2008;3130507;Ilicínea (MG);76041;33,38
2008;3130556;Imbé de Minas (MG);28485;20,8
2008;3130606;Inconfidentes (MG);42261;31,69
2008;3130655;Indaiabira (MG);26583;20,8
2008;3130705;Indianópolis (MG);381594;7,46
2008;3130804;Ingaí (MG);22674;20,48
2008;3130903;Inhapim (MG);115618;41,46
2008;3131000;Inhaúma (MG);53860;28,05
2008;3131109;Inimutaba (MG);36691;25,17
2008;3131158;Ipaba (MG);50162;37,45
2008;3131208;Ipanema (MG);96968;49,22
2008;3131307;Ipatinga (MG);7723003;31,51
2008;3131406;Ipiaçu (MG);43306;27,98
2008;3131505;Ipuiúna (MG);59120;40,47
2008;3131604;Iraí de Minas (MG);80134;44,65
2008;3131703;Itabira (MG);3043597;30,98
2008;3131802;Itabirinha (MG);44798;37,39
2008;3131901;Itabirito (MG);993064;32,11
2008;3132008;Itacambira (MG);20927;20,35
2008;3132107;Itacarambi (MG);87544;29,2
2008;3132206;Itaguara (MG);134435;43,6
2008;3132305;Itaipé (MG);42759;24,13
2008;3132404;Itajubá (MG);1480278;46,42
2008;3132503;Itamarandiba (MG);147994;31,62
2008;3132602;Itamarati de Minas (MG);44620;24,93
2008;3132701;Itambacuri (MG);136050;39,72
2008;3132800;Itambé do Mato Dentro (MG);11517;30,17
2008;3132909;Itamogi (MG);88641;33,14
2008;3133006;Itamonte (MG);346600;30,18
2008;3133105;Itanhandu (MG);223564;38,39
2008;3133204;Itanhomi (MG);48159;35,94
2008;3133303;Itaobim (MG);136853;60,49
2008;3133402;Itapagipe (MG);186594;30,49
2008;3133501;Itapecerica (MG);164034;46,08
2008;3133600;Itapeva (MG);88111;57,63
2008;3133709;Itatiaiuçu (MG);343487;27,31
2008;3133758;Itaú de Minas (MG);396957;29,25
2008;3133808;Itaúna (MG);1562032;40,45
2008;3133907;Itaverava (MG);22514;30,75
2008;3134004;Itinga (MG);47504;28,92
2008;3134103;Itueta (MG);34498;25,73
2008;3134202;Ituiutaba (MG);1115003;57,68
2008;3134301;Itumirim (MG);28575;26,44
2008;3134400;Iturama (MG);1450528;13,29
2008;3134509;Itutinga (MG);49895;15,02
2008;3134608;Jaboticatubas (MG);86563;43,39
2008;3134707;Jacinto (MG);48667;28,87
2008;3134806;Jacuí (MG);50599;33,88
2008;3134905;Jacutinga (MG);295951;41,08
2008;3135001;Jaguaraçu (MG);32740;28,72
2008;3135050;Jaíba (MG);173777;29,12
2008;3135076;Jampruca (MG);22604;23,28
2008;3135100;Janaúba (MG);468672;46,34
2008;3135209;Januária (MG);311123;42,85
2008;3135308;Japaraíba (MG);34394;34,11
2008;3135357;Japonvar (MG);26058;26,6
2008;3135407;Jeceaba (MG);140782;37,63
2008;3135456;Jenipapo de Minas (MG);26249;22,14
2008;3135506;Jequeri (MG);58484;27,37
2008;3135605;Jequitaí (MG);50153;21,01
2008;3135704;Jequitibá (MG);44570;22,85
2008;3135803;Jequitinhonha (MG);93436;32,53
2008;3135902;Jesuânia (MG);27909;27,29
2008;3136009;Joaíma (MG);55952;27,79
2008;3136108;Joanésia (MG);50723;16,97
2008;3136207;João Monlevade (MG);1821815;32,59
2008;3136306;João Pinheiro (MG);456499;38,71
2008;3136405;Joaquim Felício (MG);21902;26,41
2008;3136504;Jordânia (MG);36663;25,53
2008;3136520;José Gonçalves de Minas (MG);20616;17,21
2008;3136553;José Raydan (MG);18963;23,36
2008;3136579;Josenópolis (MG);16761;22,39
2008;3136603;Nova União (MG);32162;39,04
2008;3136652;Juatuba (MG);573937;32,08
2008;3136702;Juiz de Fora (MG);8032573;57,87
2008;3136801;Juramento (MG);21042;20,46
2008;3136900;Juruaia (MG);77097;27,54
2008;3136959;Juvenília (MG);24309;21,68
2008;3137007;Ladainha (MG);49113;21,26
2008;3137106;Lagamar (MG);66593;26,45
2008;3137205;Lagoa da Prata (MG);565284;50,58
2008;3137304;Lagoa dos Patos (MG);20937;25,59
2008;3137403;Lagoa Dourada (MG);71779;34,17
2008;3137502;Lagoa Formosa (MG);119450;31,99
2008;3137536;Lagoa Grande (MG);79173;25,87
2008;3137601;Lagoa Santa (MG);677326;48,17
2008;3137700;Lajinha (MG);123610;48,78
2008;3137809;Lambari (MG);138609;48,56
2008;3137908;Lamim (MG);14967;30,43
2008;3138005;Laranjal (MG);32892;29,75
2008;3138104;Lassance (MG);40938;28,23
2008;3138203;Lavras (MG);1087332;56,84
2008;3138302;Leandro Ferreira (MG);18728;24,58
2008;3138351;Leme do Prado (MG);18530;31,83
2008;3138401;Leopoldina (MG);445405;58,32
2008;3138500;Liberdade (MG);36211;34,87
2008;3138609;Lima Duarte (MG);87113;40,01
2008;3138625;Limeira do Oeste (MG);105692;25,03
2008;3138658;Lontra (MG);25195;28,39
2008;3138674;Luisburgo (MG);37254;18,78
2008;3138682;Luislândia (MG);23309;24,5
2008;3138708;Luminárias (MG);32836;31,1
2008;3138807;Luz (MG);193889;51,84
2008;3138906;Machacalis (MG);32145;33,77
2008;3139003;Machado (MG);505793;50,97
2008;3139102;Madre de Deus de Minas (MG);43267;29,78
2008;3139201;Malacacheta (MG);73420;32,85
2008;3139250;Mamonas (MG);22143;22,06
2008;3139300;Manga (MG);90579;33,85
2008;3139409;Manhuaçu (MG);1033143;61,5
2008;3139508;Manhumirim (MG);235166;67,57
2008;3139607;Mantena (MG);193478;54,56
2008;3139706;Maravilhas (MG);77663;29,92
2008;3139805;Mar de Espanha (MG);68577;39,83
2008;3139904;Maria da Fé (MG);70174;40,92
2008;3140001;Mariana (MG);1409988;28,36
2008;3140100;Marilac (MG);19212;28,04
2008;3140159;Mário Campos (MG);55958;38,52
2008;3140209;Maripá de Minas (MG);20689;41,16
2008;3140308;Marliéria (MG);17384;29,25
2008;3140407;Marmelópolis (MG);18853;20,38
2008;3140506;Martinho Campos (MG);136383;35,42
2008;3140530;Martins Soares (MG);60490;23,09
2008;3140555;Mata Verde (MG);25042;24,33
2008;3140605;Materlândia (MG);21394;24,41
2008;3140704;Mateus Leme (MG);300086;33,96
2008;3140803;Matias Barbosa (MG);319622;75,19
2008;3140852;Matias Cardoso (MG);52561;18,33
