Ano;Cód.;Município;Produto Interno Bruto a preços correntes (Mil Reais);Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes total (%)
2022;2601052;Araçoiaba (PE);177209;...
2022;2601102;Araripina (PE);1539413;...
2022;2601201;Arcoverde (PE);1360082;...
2022;2601300;Barra de Guabiraba (PE);173698;...
2022;2601409;Barreiros (PE);563604;...
2022;2601508;Belém de Maria (PE);100935;...
2022;2601607;Belém do São Francisco (PE);612708;...
2022;2601706;Belo Jardim (PE);3276284;...
2022;2601805;Betânia (PE);113174;...
2022;2601904;Bezerros (PE);1200901;...
2022;2602001;Bodocó (PE);338010;...
2022;2602100;Bom Conselho (PE);728908;...
2022;2602209;Bom Jardim (PE);387053;...
2022;2602308;Bonito (PE);624055;...
2022;2602407;Brejão (PE);201665;...
2022;2602506;Brejinho (PE);93477;...
2022;2602605;Brejo da Madre de Deus (PE);490436;...
2022;2602704;Buenos Aires (PE);149124;...
2022;2602803;Buíque (PE);578159;...
2022;2602902;Cabo de Santo Agostinho (PE);14474714;...
2022;2603009;Cabrobó (PE);482237;...
2022;2603108;Cachoeirinha (PE);267051;...
2022;2603207;Caetés (PE);411350;...
2022;2603306;Calçado (PE);111556;...
2022;2603405;Calumbi (PE);56926;...
2022;2603454;Camaragibe (PE);2277081;...
2022;2603504;Camocim de São Félix (PE);188599;...
2022;2603603;Camutanga (PE);391184;...
2022;2603702;Canhotinho (PE);276707;...
2022;2603801;Capoeiras (PE);238707;...
2022;2603900;Carnaíba (PE);198852;...
2022;2603926;Carnaubeira da Penha (PE);102753;...
2022;2604007;Carpina (PE);1877612;...
2022;2604106;Caruaru (PE);9587869;...
2022;2604155;Casinhas (PE);111259;...
2022;2604205;Catende (PE);376205;...
2022;2604304;Cedro (PE);123537;...
2022;2604403;Chã de Alegria (PE);190074;...
2022;2604502;Chã Grande (PE);259386;...
2022;2604601;Condado (PE);289546;...
2022;2604700;Correntes (PE);200066;...
2022;2604809;Cortês (PE);131069;...
2022;2604908;Cumaru (PE);145928;...
2022;2605004;Cupira (PE);301381;...
2022;2605103;Custódia (PE);754985;...
2022;2605152;Dormentes (PE);285812;...
2022;2605202;Escada (PE);1604331;...
2022;2605301;Exu (PE);362060;...
2022;2605400;Feira Nova (PE);255595;...
2022;2605459;Fernando de Noronha (PE);301152;...
2022;2605509;Ferreiros (PE);152317;...
2022;2605608;Flores (PE);204659;...
2022;2605707;Floresta (PE);550802;...
2022;2605806;Frei Miguelinho (PE);136979;...
2022;2605905;Gameleira (PE);239837;...
2022;2606002;Garanhuns (PE);3537057;...
2022;2606101;Glória do Goitá (PE);601948;...
2022;2606200;Goiana (PE);12768635;...
2022;2606309;Granito (PE);83022;...
2022;2606408;Gravatá (PE);1398192;...
2022;2606507;Iati (PE);213965;...
2022;2606606;Ibimirim (PE);365085;...
2022;2606705;Ibirajuba (PE);90588;...
2022;2606804;Igarassu (PE);3582882;...
2022;2606903;Iguaracy (PE);117173;...
2022;2607000;Inajá (PE);241060;...
2022;2607109;Ingazeira (PE);59766;...
2022;2607208;Ipojuca (PE);17815112;...
2022;2607307;Ipubi (PE);364184;...
2022;2607406;Itacuruba (PE);81088;...
2022;2607505;Itaíba (PE);341185;...
2022;2607604;Ilha de Itamaracá (PE);297783;...
2022;2607653;Itambé (PE);529257;...
2022;2607703;Itapetim (PE);160416;...
2022;2607752;Itapissuma (PE);2732812;...
2022;2607802;Itaquitinga (PE);189704;...
2022;2607901;Jaboatão dos Guararapes (PE);18514598;...
2022;2607950;Jaqueira (PE);124767;...
2022;2608008;Jataúba (PE);166513;...
2022;2608057;Jatobá (PE);161439;...
2022;2608107;João Alfredo (PE);333326;...
2022;2608206;Joaquim Nabuco (PE);167790;...
2022;2608255;Jucati (PE);128677;...
2022;2608305;Jupi (PE);205888;...
2022;2608404;Jurema (PE);135762;...
2022;2608453;Lagoa do Carro (PE);296864;...
2022;2608503;Lagoa de Itaenga (PE);444480;...
2022;2608602;Lagoa do Ouro (PE);137606;...
2022;2608701;Lagoa dos Gatos (PE);150140;...
2022;2608750;Lagoa Grande (PE);514911;...
2022;2608800;Lajedo (PE);692122;...
2022;2608909;Limoeiro (PE);879347;...
2022;2609006;Macaparana (PE);316671;...
2022;2609105;Machados (PE);239371;...
2022;2609154;Manari (PE);162688;...
2022;2609204;Maraial (PE);98382;...
2022;2609303;Mirandiba (PE);202095;...
2022;2609402;Moreno (PE);973955;...
2022;2609501;Nazaré da Mata (PE);707308;...
2022;2609600;Olinda (PE);6430542;...
2022;2609709;Orobó (PE);470897;...
2022;2609808;Orocó (PE);186877;...
2022;2609907;Ouricuri (PE);856599;...
2022;2610004;Palmares (PE);1061835;...
2022;2610103;Palmeirina (PE);84020;...
2022;2610202;Panelas (PE);249258;...
2022;2610301;Paranatama (PE);264237;...
2022;2610400;Parnamirim (PE);249781;...
2022;2610509;Passira (PE);284208;...
2022;2610608;Paudalho (PE);1042985;...
2022;2610707;Paulista (PE);6393106;...
2022;2610806;Pedra (PE);353679;...
2022;2610905;Pesqueira (PE);967517;...
2022;2611002;Petrolândia (PE);1499748;...
2022;2611101;Petrolina (PE);8834261;...
2022;2611200;Poção (PE);121516;...
2022;2611309;Pombos (PE);583030;...
2022;2611408;Primavera (PE);275308;...
2022;2611507;Quipapá (PE);195626;...
2022;2611533;Quixaba (PE);72509;...
2022;2611606;Recife (PE);60078764;...
2022;2611705;Riacho das Almas (PE);286998;...
2022;2611804;Ribeirão (PE);562388;...
2022;2611903;Rio Formoso (PE);369563;...
2022;2612000;Sairé (PE);214022;...
2022;2612109;Salgadinho (PE);69834;...
2022;2612208;Salgueiro (PE);1380862;...
2022;2612307;Saloá (PE);195910;...
2022;2612406;Sanharó (PE);248472;...
2022;2612455;Santa Cruz (PE);155452;...
2022;2612471;Santa Cruz da Baixa Verde (PE);130227;...
2022;2612505;Santa Cruz do Capibaribe (PE);1924164;...
2022;2612554;Santa Filomena (PE);119283;...
2022;2612604;Santa Maria da Boa Vista (PE);610413;...
2022;2612703;Santa Maria do Cambucá (PE);137961;...
2022;2612802;Santa Terezinha (PE);114031;...
2022;2612901;São Benedito do Sul (PE);125362;...
2022;2613008;São Bento do Una (PE);1589736;...
2022;2613107;São Caitano (PE);542553;...
2022;2613206;São João (PE);293432;...
2022;2613305;São Joaquim do Monte (PE);193748;...
2022;2613404;São José da Coroa Grande (PE);358491;...
2022;2613503;São José do Belmonte (PE);397691;...
2022;2613602;São José do Egito (PE);457227;...
2022;2613701;São Lourenço da Mata (PE);1549070;...
2022;2613800;São Vicente Férrer (PE);302256;...
2022;2613909;Serra Talhada (PE);1903947;...
2022;2614006;Serrita (PE);175837;...
2022;2614105;Sertânia (PE);372222;...
2022;2614204;Sirinhaém (PE);732787;...
2022;2614303;Moreilândia (PE);93144;...
2022;2614402;Solidão (PE);61669;...
2022;2614501;Surubim (PE);968591;...
2022;2614600;Tabira (PE);319694;...
2022;2614709;Tacaimbó (PE);198366;...
2022;2614808;Tacaratu (PE);240652;...
2022;2614857;Tamandaré (PE);408348;...
2022;2615003;Taquaritinga do Norte (PE);366126;...
2022;2615102;Terezinha (PE);76191;...
2022;2615201;Terra Nova (PE);115451;...
2022;2615300;Timbaúba (PE);901620;...
2022;2615409;Toritama (PE);768527;...
2022;2615508;Tracunhaém (PE);184770;...
2022;2615607;Trindade (PE);640192;...
2022;2615706;Triunfo (PE);177203;...
2022;2615805;Tupanatinga (PE);272241;...
2022;2615904;Tuparetama (PE);91119;...
2022;2616001;Venturosa (PE);248461;...
2022;2616100;Verdejante (PE);89661;...
2022;2616183;Vertente do Lério (PE);92448;...
2022;2616209;Vertentes (PE);212448;...
2022;2616308;Vicência (PE);557087;...
2022;2616407;Vitória de Santo Antão (PE);5429995;...
2022;2616506;Xexéu (PE);193887;...
2022;2700102;Água Branca (AL);218172;...
2022;2700201;Anadia (AL);234237;...
2022;2700300;Arapiraca (AL);5859831;...
2022;2700409;Atalaia (AL);1135583;...
2022;2700508;Barra de Santo Antônio (AL);268712;...
2022;2700607;Barra de São Miguel (AL);259442;...
2022;2700706;Batalha (AL);247803;...
2022;2700805;Belém (AL);145721;...
2022;2700904;Belo Monte (AL);111702;...
2022;2701001;Boca da Mata (AL);425181;...
2022;2701100;Branquinha (AL);643725;...
2022;2701209;Cacimbinhas (AL);171399;...
2022;2701308;Cajueiro (AL);207397;...
2022;2701357;Campestre (AL);91713;...
2022;2701407;Campo Alegre (AL);669689;...
2022;2701506;Campo Grande (AL);105163;...
2022;2701605;Canapi (AL);204471;...
2022;2701704;Capela (AL);233254;...
2022;2701803;Carneiros (AL);87644;...
2022;2701902;Chã Preta (AL);255386;...
2022;2702009;Coité do Nóia (AL);199720;...
2022;2702108;Colônia Leopoldina (AL);342423;...
2022;2702207;Coqueiro Seco (AL);95556;...
2022;2702306;Coruripe (AL);1773231;...
2022;2702355;Craíbas (AL);496517;...
2022;2702405;Delmiro Gouveia (AL);783772;...
2022;2702504;Dois Riachos (AL);126223;...
2022;2702553;Estrela de Alagoas (AL);161952;...
2022;2702603;Feira Grande (AL);403888;...
2022;2702702;Feliz Deserto (AL);176508;...
2022;2702801;Flexeiras (AL);214146;...
2022;2702900;Girau do Ponciano (AL);489079;...
2022;2703007;Ibateguara (AL);195194;...
2022;2703106;Igaci (AL);282347;...
2022;2703205;Igreja Nova (AL);514259;...
2022;2703304;Inhapi (AL);183088;...
2022;2703403;Jacaré dos Homens (AL);78946;...
2022;2703502;Jacuípe (AL);155770;...
2022;2703601;Japaratinga (AL);312410;...
2022;2703700;Jaramataia (AL);69405;...
2022;2703759;Jequiá da Praia (AL);341154;...
2022;2703809;Joaquim Gomes (AL);393913;...
2022;2703908;Jundiá (AL);63237;...
2022;2704005;Junqueiro (AL);594026;...
2022;2704104;Lagoa da Canoa (AL);231719;...
2022;2704203;Limoeiro de Anadia (AL);577871;...
2022;2704302;Maceió (AL);29381840;...
2022;2704401;Major Isidoro (AL);283338;...
2022;2704500;Maragogi (AL);1141444;...
2022;2704609;Maravilha (AL);104088;...
2022;2704708;Marechal Deodoro (AL);2862078;...
2022;2704807;Maribondo (AL);194281;...
2022;2704906;Mar Vermelho (AL);49138;...
2022;2705002;Mata Grande (AL);303389;...
2022;2705101;Matriz de Camaragibe (AL);371511;...
2022;2705200;Messias (AL);274869;...
2022;2705309;Minador do Negrão (AL);77725;...
2022;2705408;Monteirópolis (AL);162517;...
2022;2705507;Murici (AL);666678;...
2022;2705606;Novo Lino (AL);199091;...
2022;2705705;Olho d'Água das Flores (AL);290123;...
2022;2705804;Olho d'Água do Casado (AL);93248;...
2022;2705903;Olho d'Água Grande (AL);67756;...
2022;2706000;Olivença (AL);121166;...
2022;2706109;Ouro Branco (AL);134315;...
2022;2706208;Palestina (AL);51600;...
2022;2706307;Palmeira dos Índios (AL);1240874;...
2022;2706406;Pão de Açúcar (AL);248374;...
2022;2706422;Pariconha (AL);126222;...
2022;2706448;Paripueira (AL);252606;...
2022;2706505;Passo de Camaragibe (AL);323344;...
2022;2706604;Paulo Jacinto (AL);89082;...
2022;2706703;Penedo (AL);992394;...
2022;2706802;Piaçabuçu (AL);401871;...
2022;2706901;Pilar (AL);889362;...
2022;2707008;Pindoba (AL);50767;...
2022;2707107;Piranhas (AL);333005;...
2022;2707206;Poço das Trincheiras (AL);121598;...
2022;2707305;Porto Calvo (AL);423604;...
2022;2707404;Porto de Pedras (AL);418368;...
2022;2707503;Porto Real do Colégio (AL);254627;...
2022;2707602;Quebrangulo (AL);172004;...
2022;2707701;Rio Largo (AL);1612080;...
2022;2707800;Roteiro (AL);175267;...
2022;2707909;Santa Luzia do Norte (AL);233337;...
2022;2708006;Santana do Ipanema (AL);718308;...
2022;2708105;Santana do Mundaú (AL);1540874;...
2022;2708204;São Brás (AL);104202;...
2022;2708303;São José da Laje (AL);462590;...
2022;2708402;São José da Tapera (AL);347514;...
2022;2708501;São Luís do Quitunde (AL);782974;...
2022;2708600;São Miguel dos Campos (AL);1272245;...
2022;2708709;São Miguel dos Milagres (AL);282989;...
2022;2708808;São Sebastião (AL);611062;...
2022;2708907;Satuba (AL);299424;...
2022;2708956;Senador Rui Palmeira (AL);121208;...
2022;2709004;Tanque d'Arca (AL);87853;...
2022;2709103;Taquarana (AL);392585;...
2022;2709152;Teotônio Vilela (AL);807897;...
2022;2709202;Traipu (AL);276306;...
2022;2709301;União dos Palmares (AL);1432363;...
2022;2709400;Viçosa (AL);503852;...
2022;2800100;Amparo do São Francisco (SE);39348;...
2022;2800209;Aquidabã (SE);293234;...
2022;2800308;Aracaju (SE);20604498;...
2022;2800407;Arauá (SE);153675;...
2022;2800506;Areia Branca (SE);282929;...
2022;2800605;Barra dos Coqueiros (SE);2283499;...
2022;2800670;Boquim (SE);365383;...
2022;2800704;Brejo Grande (SE);108240;...
2022;2801009;Campo do Brito (SE);277080;...
2022;2801108;Canhoba (SE);77113;...
2022;2801207;Canindé de São Francisco (SE);2954228;...
2022;2801306;Capela (SE);439115;...
2022;2801405;Carira (SE);458584;...
2022;2801504;Carmópolis (SE);362971;...
2022;2801603;Cedro de São João (SE);71099;...
2022;2801702;Cristinápolis (SE);283846;...
2022;2801900;Cumbe (SE);63884;...
2022;2802007;Divina Pastora (SE);191830;...
2022;2802106;Estância (SE);2383397;...
2022;2802205;Feira Nova (SE);112341;...
2022;2802304;Frei Paulo (SE);442102;...
2022;2802403;Gararu (SE);176744;...
2022;2802502;General Maynard (SE);47625;...
2022;2802601;Graccho Cardoso (SE);99164;...
2022;2802700;Ilha das Flores (SE);102804;...
2022;2802809;Indiaroba (SE);254736;...
2022;2802908;Itabaiana (SE);2510210;...
2022;2803005;Itabaianinha (SE);588847;...
2022;2803104;Itabi (SE);83596;...
2022;2803203;Itaporanga d'Ajuda (SE);1099233;...
2022;2803302;Japaratuba (SE);453871;...
2022;2803401;Japoatã (SE);230264;...
2022;2803500;Lagarto (SE);2127214;...
2022;2803609;Laranjeiras (SE);1415006;...
2022;2803708;Macambira (SE);101488;...
2022;2803807;Malhada dos Bois (SE);58964;...
2022;2803906;Malhador (SE);185938;...
2022;2804003;Maruim (SE);468341;...
2022;2804102;Moita Bonita (SE);202405;...
2022;2804201;Monte Alegre de Sergipe (SE);238047;...
2022;2804300;Muribeca (SE);105508;...
2022;2804409;Neópolis (SE);318548;...
2022;2804458;Nossa Senhora Aparecida (SE);126197;...
2022;2804508;Nossa Senhora da Glória (SE);943166;...
2022;2804607;Nossa Senhora das Dores (SE);467049;...
2022;2804706;Nossa Senhora de Lourdes (SE);89604;...
2022;2804805;Nossa Senhora do Socorro (SE);3804226;...
2022;2804904;Pacatuba (SE);281549;...
2022;2805000;Pedra Mole (SE);58162;...
2022;2805109;Pedrinhas (SE);103298;...
2022;2805208;Pinhão (SE);132055;...
2022;2805307;Pirambu (SE);159528;...
2022;2805406;Poço Redondo (SE);462182;...
2022;2805505;Poço Verde (SE);392810;...
2022;2805604;Porto da Folha (SE);405212;...
2022;2805703;Propriá (SE);573817;...
2022;2805802;Riachão do Dantas (SE);365972;...
2022;2805901;Riachuelo (SE);225682;...
2022;2806008;Ribeirópolis (SE);356224;...
2022;2806107;Rosário do Catete (SE);513849;...
2022;2806206;Salgado (SE);286739;...
2022;2806305;Santa Luzia do Itanhy (SE);217036;...
2022;2806404;Santana do São Francisco (SE);119179;...
2022;2806503;Santa Rosa de Lima (SE);58258;...
2022;2806602;Santo Amaro das Brotas (SE);201709;...
2022;2806701;São Cristóvão (SE);1175117;...
2022;2806800;São Domingos (SE);139978;...
2022;2806909;São Francisco (SE);52946;...
2022;2807006;São Miguel do Aleixo (SE);52287;...
2022;2807105;Simão Dias (SE);897435;...
2022;2807204;Siriri (SE);181480;...
2022;2807303;Telha (SE);44600;...
2022;2807402;Tobias Barreto (SE);717305;...
2022;2807501;Tomar do Geru (SE);157899;...
2022;2807600;Umbaúba (SE);492746;...
2022;2900108;Abaíra (BA);79220;...
2022;2900207;Abaré (BA);206162;...
2022;2900306;Acajutiba (BA);157504;...
2022;2900355;Adustina (BA);368395;...
2022;2900405;Água Fria (BA);159896;...
2022;2900504;Érico Cardoso (BA);89980;...
2022;2900603;Aiquara (BA);63587;...
2022;2900702;Alagoinhas (BA);5150946;...
2022;2900801;Alcobaça (BA);365754;...
2022;2900900;Almadina (BA);71248;...
2022;2901007;Amargosa (BA);534104;...
2022;2901106;Amélia Rodrigues (BA);483419;...
2022;2901155;América Dourada (BA);172892;...
2022;2901205;Anagé (BA);260325;...
2022;2901304;Andaraí (BA);163054;...
2022;2901353;Andorinha (BA);222631;...
2022;2901403;Angical (BA);203278;...
2022;2901502;Anguera (BA);92256;...
2022;2901601;Antas (BA);172128;...
2022;2901700;Antônio Cardoso (BA);133060;...
2022;2901809;Antônio Gonçalves (BA);93416;...
2022;2901908;Aporá (BA);168039;...
2022;2901957;Apuarema (BA);84490;...
2022;2902005;Aracatu (BA);164868;...
2022;2902054;Araçás (BA);418584;...
2022;2902104;Araci (BA);549716;...
2022;2902203;Aramari (BA);127076;...
2022;2902252;Arataca (BA);115194;...
2022;2902302;Aratuípe (BA);91213;...
2022;2902401;Aurelino Leal (BA);152786;...
2022;2902500;Baianópolis (BA);353300;...
2022;2902609;Baixa Grande (BA);215809;...
2022;2902658;Banzaê (BA);126552;...
2022;2902708;Barra (BA);489346;...
2022;2902807;Barra da Estiva (BA);427687;...
2022;2902906;Barra do Choça (BA);495488;...
2022;2903003;Barra do Mendes (BA);132407;...
2022;2903102;Barra do Rocha (BA);88765;...
2022;2903201;Barreiras (BA);8761077;...
2022;2903235;Barro Alto (BA);122267;...
2022;2903276;Barrocas (BA);278898;...
2022;2903300;Barro Preto (BA);93135;...
2022;2903409;Belmonte (BA);375200;...
2022;2903508;Belo Campo (BA);195500;...
2022;2903607;Biritinga (BA);161989;...
2022;2903706;Boa Nova (BA);130838;...
2022;2903805;Boa Vista do Tupim (BA);163554;...
2022;2903904;Bom Jesus da Lapa (BA);1478786;...
2022;2903953;Bom Jesus da Serra (BA);81011;...
2022;2904001;Boninal (BA);131798;...
2022;2904050;Bonito (BA);250499;...
2022;2904100;Boquira (BA);200438;...
2022;2904209;Botuporã (BA);120412;...
2022;2904308;Brejões (BA);149394;...
2022;2904407;Brejolândia (BA);128958;...
2022;2904506;Brotas de Macaúbas (BA);106716;...
2022;2904605;Brumado (BA);1916461;...
2022;2904704;Buerarema (BA);212174;...
2022;2904753;Buritirama (BA);175032;...
2022;2904803;Caatiba (BA);84896;...
2022;2904852;Cabaceiras do Paraguaçu (BA);157531;...
2022;2904902;Cachoeira (BA);518096;...
2022;2905008;Caculé (BA);380460;...
2022;2905107;Caém (BA);102600;...
2022;2905156;Caetanos (BA);102401;...
2022;2905206;Caetité (BA);1154745;...
2022;2905305;Cafarnaum (BA);235497;...
2022;2905404;Cairu (BA);2228401;...
2022;2905503;Caldeirão Grande (BA);119190;...
2022;2905602;Camacan (BA);391543;...
2022;2905701;Camaçari (BA);30465889;...
2022;2905800;Camamu (BA);496817;...
2022;2905909;Campo Alegre de Lourdes (BA);336862;...
2022;2906006;Campo Formoso (BA);1675839;...
2022;2906105;Canápolis (BA);95084;...
2022;2906204;Canarana (BA);270467;...
2022;2906303;Canavieiras (BA);438492;...
2022;2906402;Candeal (BA);73429;...
2022;2906501;Candeias (BA);7207729;...
2022;2906600;Candiba (BA);152302;...
2022;2906709;Cândido Sales (BA);262986;...
2022;2906808;Cansanção (BA);442763;...
2022;2906824;Canudos (BA);185458;...
2022;2906857;Capela do Alto Alegre (BA);134756;...
2022;2906873;Capim Grosso (BA);704240;...
2022;2906899;Caraíbas (BA);98639;...
2022;2906907;Caravelas (BA);373367;...
2022;2907004;Cardeal da Silva (BA);145418;...
2022;2907103;Carinhanha (BA);337539;...
2022;2907202;Casa Nova (BA);930299;...
2022;2907301;Castro Alves (BA);367434;...
2022;2907400;Catolândia (BA);90210;...
2022;2907509;Catu (BA);871419;...
2022;2907558;Caturama (BA);87385;...
2022;2907608;Central (BA);177929;...
2022;2907707;Chorrochó (BA);119313;...
2022;2907806;Cícero Dantas (BA);445985;...
2022;2907905;Cipó (BA);179188;...
2022;2908002;Coaraci (BA);221185;...
2022;2908101;Cocos (BA);664816;...
2022;2908200;Conceição da Feira (BA);415483;...
2022;2908309;Conceição do Almeida (BA);219702;...
2022;2908408;Conceição do Coité (BA);1009568;...
2022;2908507;Conceição do Jacuípe (BA);2886974;...
2022;2908606;Conde (BA);331197;...
2022;2908705;Condeúba (BA);191635;...
2022;2908804;Contendas do Sincorá (BA);57759;...
2022;2908903;Coração de Maria (BA);278464;...
2022;2909000;Cordeiros (BA);74074;...
2022;2909109;Coribe (BA);182548;...
2022;2909208;Coronel João Sá (BA);209198;...
2022;2909307;Correntina (BA);4110432;...
2022;2909406;Cotegipe (BA);185363;...
2022;2909505;Cravolândia (BA);48368;...
2022;2909604;Crisópolis (BA);218507;...
2022;2909703;Cristópolis (BA);188180;...
2022;2909802;Cruz das Almas (BA);1163112;...
2022;2909901;Curaçá (BA);411634;...
2022;2910008;Dário Meira (BA);144586;...
2022;2910057;Dias d'Ávila (BA);2208896;...
2022;2910107;Dom Basílio (BA);157647;...
2022;2910206;Dom Macedo Costa (BA);48993;...
2022;2910305;Elísio Medrado (BA);88469;...
2022;2910404;Encruzilhada (BA);248726;...
2022;2910503;Entre Rios (BA);843516;...
2022;2910602;Esplanada (BA);864600;...
2022;2910701;Euclides da Cunha (BA);858571;...
2022;2910727;Eunápolis (BA);3948116;...
2022;2910750;Fátima (BA);276560;...
2022;2910776;Feira da Mata (BA);71638;...
2022;2910800;Feira de Santana (BA);19625072;...
2022;2910859;Filadélfia (BA);170965;...
2022;2910909;Firmino Alves (BA);76623;...
2022;2911006;Floresta Azul (BA);116439;...
2022;2911105;Formosa do Rio Preto (BA);5987521;...
2022;2911204;Gandu (BA);512869;...
2022;2911253;Gavião (BA);55140;...
2022;2911303;Gentio do Ouro (BA);137667;...
2022;2911402;Glória (BA);223389;...
2022;2911501;Gongogi (BA);79733;...
2022;2911600;Governador Mangabeira (BA);240625;...
2022;2911659;Guajeru (BA);78556;...
2022;2911709;Guanambi (BA);1848370;...
2022;2911808;Guaratinga (BA);284897;...
2022;2911857;Heliópolis (BA);151762;...
2022;2911907;Iaçu (BA);286124;...
2022;2912004;Ibiassucê (BA);108317;...
2022;2912103;Ibicaraí (BA);230352;...
2022;2912202;Ibicoara (BA);496149;...
2022;2912301;Ibicuí (BA);199378;...
2022;2912400;Ibipeba (BA);183118;...
2022;2912509;Ibipitanga (BA);133689;...
2022;2912608;Ibiquera (BA);42164;...
2022;2912707;Ibirapitanga (BA);314018;...
2022;2912806;Ibirapuã (BA);440052;...
2022;2912905;Ibirataia (BA);245794;...
2022;2913002;Ibitiara (BA);124077;...
2022;2913101;Ibititá (BA);165480;...
2022;2913200;Ibotirama (BA);482520;...
2022;2913309;Ichu (BA);64299;...
2022;2913408;Igaporã (BA);213020;...
2022;2913457;Igrapiúna (BA);225550;...
2022;2913507;Iguaí (BA);247343;...
2022;2913606;Ilhéus (BA);6704943;...
2022;2913705;Inhambupe (BA);668475;...
2022;2913804;Ipecaetá (BA);125727;...
2022;2913903;Ipiaú (BA);640795;...
2022;2914000;Ipirá (BA);765628;...
2022;2914109;Ipupiara (BA);120660;...
2022;2914208;Irajuba (BA);76989;...
2022;2914307;Iramaia (BA);117392;...
2022;2914406;Iraquara (BA);766675;...
2022;2914505;Irará (BA);332675;...
2022;2914604;Irecê (BA);1779885;...
2022;2914653;Itabela (BA);549081;...
2022;2914703;Itaberaba (BA);1160119;...
2022;2914802;Itabuna (BA);4780912;...
2022;2914901;Itacaré (BA);482599;...
2022;2915007;Itaeté (BA);129630;...
2022;2915106;Itagi (BA);144579;...
2022;2915205;Itagibá (BA);876119;...
2022;2915304;Itagimirim (BA);139385;...
2022;2915353;Itaguaçu da Bahia (BA);150049;...
2022;2915403;Itaju do Colônia (BA);117699;...
2022;2915502;Itajuípe (BA);339263;...
2022;2915601;Itamaraju (BA);1258909;...
2022;2915700;Itamari (BA);101927;...
2022;2915809;Itambé (BA);352107;...
2022;2915908;Itanagra (BA);102244;...
2022;2916005;Itanhém (BA);305819;...
2022;2916104;Itaparica (BA);285800;...
2022;2916203;Itapé (BA);125798;...
2022;2916302;Itapebi (BA);297356;...
2022;2916401;Itapetinga (BA);1707485;...
2022;2916500;Itapicuru (BA);453943;...
2022;2916609;Itapitanga (BA);110955;...
2022;2916708;Itaquara (BA);95765;...
2022;2916807;Itarantim (BA);356226;...
2022;2916856;Itatim (BA);520385;...
2022;2916906;Itiruçu (BA);127758;...
2022;2917003;Itiúba (BA);388107;...
2022;2917102;Itororó (BA);263958;...
2022;2917201;Ituaçu (BA);277477;...
2022;2917300;Ituberá (BA);386726;...
2022;2917334;Iuiu (BA);149731;...
2022;2917359;Jaborandi (BA);1665178;...
2022;2917409;Jacaraci (BA);136009;...
2022;2917508;Jacobina (BA);1816304;...
2022;2917607;Jaguaquara (BA);750299;...
2022;2917706;Jaguarari (BA);865035;...
2022;2917805;Jaguaripe (BA);221947;...
2022;2917904;Jandaíra (BA);183483;...
2022;2918001;Jequié (BA);3613954;...
2022;2918100;Jeremoabo (BA);611471;...
2022;2918209;Jiquiriçá (BA);162566;...
2022;2918308;Jitaúna (BA);207889;...
2022;2918357;João Dourado (BA);309356;...
2022;2918407;Juazeiro (BA);5505939;...
2022;2918456;Jucuruçu (BA);138908;...
2022;2918506;Jussara (BA);133627;...
2022;2918555;Jussari (BA);78886;...
2022;2918605;Jussiape (BA);79498;...
2022;2918704;Lafaiete Coutinho (BA);64058;...
2022;2918753;Lagoa Real (BA);132848;...
2022;2918803;Laje (BA);314683;...
2022;2918902;Lajedão (BA);124140;...
2022;2919009;Lajedinho (BA);74608;...
2022;2919058;Lajedo do Tabocal (BA);84401;...
2022;2919108;Lamarão (BA);75343;...
2022;2919157;Lapão (BA);334843;...
2022;2919207;Lauro de Freitas (BA);8004190;...
2022;2919306;Lençóis (BA);184446;...
2022;2919405;Licínio de Almeida (BA);155601;...
2022;2919504;Livramento de Nossa Senhora (BA);623588;...
2022;2919553;Luís Eduardo Magalhães (BA);11938895;...
2022;2919603;Macajuba (BA);100246;...
2022;2919702;Macarani (BA);251739;...
2022;2919801;Macaúbas (BA);466083;...
2022;2919900;Macururé (BA);74830;...
2022;2919926;Madre de Deus (BA);580018;...
2022;2919959;Maetinga (BA);68888;...
2022;2920007;Maiquinique (BA);178235;...
2022;2920106;Mairi (BA);177570;...
2022;2920205;Malhada (BA);208456;...
2022;2920304;Malhada de Pedras (BA);92035;...
2022;2920403;Manoel Vitorino (BA);147475;...
2022;2920452;Mansidão (BA);106247;...
2022;2920502;Maracás (BA);621278;...
2022;2920601;Maragogipe (BA);430082;...
2022;2920700;Maraú (BA);396613;...
2022;2920809;Marcionílio Souza (BA);100169;...
2022;2920908;Mascote (BA);180090;...
2022;2921005;Mata de São João (BA);1657803;...
2022;2921054;Matina (BA);98505;...
2022;2921104;Medeiros Neto (BA);486192;...
2022;2921203;Miguel Calmon (BA);308661;...
2022;2921302;Milagres (BA);174737;...
2022;2921401;Mirangaba (BA);151436;...
2022;2921450;Mirante (BA);92560;...
2022;2921500;Monte Santo (BA);514353;...
2022;2921609;Morpará (BA);87064;...
2022;2921708;Morro do Chapéu (BA);737034;...
2022;2921807;Mortugaba (BA);114248;...
2022;2921906;Mucugê (BA);560968;...
2022;2922003;Mucuri (BA);2968296;...
2022;2922052;Mulungu do Morro (BA);254975;...
2022;2922102;Mundo Novo (BA);190074;...
2022;2922201;Muniz Ferreira (BA);77665;...
